discovery_id,grounded_statement_id,notice_id,opportunity_title,source_file,source_statement,reason,suggested_context,status,created_at
RDISC-000083,GSTMT-000174,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_6.bin,Standard Operating Procedure National Cemetery Administration CONTRACTOR SAFETY 1.,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000084,GSTMT-000175,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_6.bin,"The National Cemetery (NCA) program will establish procedures and practices that comply with VA policy, NCA policy, and current Occupational Safety and Health Administration (OSHA) Standards in providing a safe work environment for its employees and volunteers.",no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000085,GSTMT-000176,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_6.bin,This program outlines procedures to follow but it is not intended to supersede the requirements detailed in the applicable OSHA Standards.,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000086,GSTMT-000177,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_6.bin,The Contractor Safety Program will be implemented and maintained through training and safe work practice procedures.,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000087,GSTMT-000180,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_6.bin,Supervisors/Foremen and Collateral Duty Safety Officers (CDSO) will:,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000088,GSTMT-000181,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_8.bin,"LOWBOY TRUCK.........................$ 11.00 0.00 TRUCK DRIVER, INCLUDES DUMP TRUCK...................$ 11.07 0.00 OPERATOR:",no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000089,GSTMT-000182,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_10.bin,"Cape Canaveral National Cemetery Shrine Project- Grass Renovation FY26 Shrine Project Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation Shrine Project SOW General Information The Department of Veterans Affairs, National Cemetery Administration honors veterans with a final resting place and lasting memorials that commemorate their service to our Nation.",no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000090,GSTMT-000183,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_10.bin,"The standards of maintenance, appearance and operational procedures performed by the contractor at this cemetery shall reflect this nation’s concern for those interred there.",no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000091,GSTMT-000184,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_10.bin,"For this reason, the contractor’s strict adherence to the specifications shall be required and shall be essential.",no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000092,GSTMT-000185,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_10.bin,"Areas shall be identified as Area 1, Area 2 and Area 3.",no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000093,GSTMT-000186,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_10.bin,Ornamental grasses shall be Fountain Grass (Pennisetum Setaceum ‘Alba White’)- (approx.,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000094,GSTMT-000187,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_11.bin,"Could the government please provide Contractor Laydown Area Info, including location, dimensions, and if laydown will have water/electric access available?",no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000095,GSTMT-000188,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_11.bin,Contractor laydown area to be provided is approx.+/- 40’x 50’ 2.,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000096,GSTMT-000189,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_11.bin,"If so please provide any specs/requirements, if any.",no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000097,GSTMT-000190,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_11.bin,No weed or landscape fabric shall be used with project.,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000098,GSTMT-000191,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_11.bin,"Can the Government provide as-built drawings and pump station information including pump curves, flow rates, piping sizes, electrical service, and available footprint for the injection system?",no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000099,GSTMT-000192,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_11.bin,Please reference SOW for injection system requirements.,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000100,GSTMT-000193,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_11.bin,Injection injection system requirements are unknown.,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000101,GSTMT-000194,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_11.bin,Are there existing backflow devices we must tie into?,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000102,GSTMT-000195,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_13.bin,AMENDMENT OF SOLICITATION/MODIFICATION OF CONTRACT BPA NO.,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000103,GSTMT-000196,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_13.bin,ADMINISTERED BY (If other than Item 6) CODE 36C786 Department of Veterans Affairs Department of Veterans Affairs National Cemetery Administration National Cemetery Administration Contracting Services Contracting Services 18434 Joplin Road 18434 Joplin Road Triangle VA 22172 Triangle VA 22172 8.,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000104,GSTMT-000197,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_13.bin,AMENDMENT OF SOLICITATION NUMBER To all Offerors/Bidders 36C78626B0017 X 9B.,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000105,GSTMT-000198,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_13.bin,THIS ITEM ONLY APPLIES TO AMENDMENTS OF SOLICITATIONS X The above numbered solicitation is amended as set forth in Item 14.,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000106,GSTMT-000200,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_13.bin,"(a) By completing Items 8 and 15, and returning _____1_ ____ copies of the amendment;",no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000107,GSTMT-000202,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_13.bin,or (c) By separate letter or electronic communication which includes a reference to the solicitation and amend,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000108,GSTMT-000203,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_14.bin,See Instructions at www.dol.gov/whd/forms/wh347instr.htm) Persons are not required to respond to the collection of information unless it displays a currently valid OMB control number.,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000109,GSTMT-000204,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_14.bin,§ 5.5(a)(3)(ii) require contractors to submit weekly a copy of all payrolls to the Federal agency,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000110,GSTMT-000206,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_15.bin,WAGES OVERTIME You must be paid not less than one and one-half times your basic rate of pay for all hours worked over 40 in a work week.,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000111,GSTMT-000207,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_15.bin,"ENFORCEMENT Contract payments can be withheld to ensure workers receive wages and overtime pay due, and liquidated damages may apply if overtime pay requirements are not met.",no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000112,GSTMT-000209,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_15.bin,Kinney Contract Specialist Department of Veterans Affairs National Cemetery Administration Email:,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000113,GSTMT-000215,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_1.bin,"This is a non-personnel services contract to provide Defense Enrollment and Eligibility Reporting System (DEERS)/ Real Time Automated Personnel Identification System (RAPIDS) Common Access Card (CAC) support services for the Installation Management Command (IMCOM) at Fort Bragg, North Carolina.",no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000114,GSTMT-000217,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_1.bin,The Government will not exercise any supervision or control over the contract service providers performing the services herein.,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000115,GSTMT-000218,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_1.bin,"Such contract service providers shall be accountable solely to the Contractor who, in turn is responsible to the Government.",no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000116,GSTMT-000233,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_1.bin,ADMINISTERED BY CODE 36C262 Department of Veterans Affairs Department of Veterans Affairs Long Beach VA Healthcare System Network Contracting Office 22 Tibor Rubin Medical Center 4811 Airport Plaza Drive 5901 E.,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000117,GSTMT-000234,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_2.bin,RFQ - NetApp 36C26226Q0907 Amendment.,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000118,GSTMT-000241,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_2.bin,"Should offerors quote the annual subscription cost for the base year only, or should the quote reflect a multi-year term?",no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000119,GSTMT-000248,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_4.bin,Invoices shall be submitted in arrears:,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000120,GSTMT-000249,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_4.bin,All Invoices from the contractor shall be submitted electronically in accordance with VAAR Clause 852.232-72 Electronic Submission of Payment Requests.,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000121,GSTMT-000251,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_4.bin,"The services to be provided by the contractor under this agreement shall consist of furnishing all necessary parts, labor, transpor",no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000122,GSTMT-000252,f33e54c1c9644aa8bb2eb283b82a85ad,31 CES n. 25 military gear lockers.,f33e54c1c9644aa8bb2eb283b82a85ad_1.bin,CONTRACT ID CODE PAGE 1 OF 2 AMENDMENT OF SOLICITATION/MODIFICATION OF CONTRACT J 2.,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000123,GSTMT-000253,f33e54c1c9644aa8bb2eb283b82a85ad,31 CES n. 25 military gear lockers.,f33e54c1c9644aa8bb2eb283b82a85ad_1.bin,"ADMINISTERED BY (if other than Item CODE 6) FA5682 31 CONS DA LGC UNIT 6102 BOX 140, APO AE 09604-6102 APO, AE 09604-6102 SCD:",no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000124,GSTMT-000254,f33e54c1c9644aa8bb2eb283b82a85ad,31 CES n. 25 military gear lockers.,f33e54c1c9644aa8bb2eb283b82a85ad_1.bin,AMENDMENT OF SOLICITATION NUMBER FA568226Q0014 9B.,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000125,GSTMT-000260,f33e54c1c9644aa8bb2eb283b82a85ad,31 CES n. 25 military gear lockers.,f33e54c1c9644aa8bb2eb283b82a85ad_2.bin,METHOD OF SOLICITATION UNLESS BLOCK IS MARKED THE DEFENSE PRIORITIES REQUEST FOR INVITATION REQUEST FOR SEE SCHEDULE AND ALLOCATIONS QUOTE (RFQ) FOR BID (IFB) PROPOSAL (RFP) SYSTEM-DPAS (15 CFR 700) 15.,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000126,GSTMT-000269,f33e54c1c9644aa8bb2eb283b82a85ad,31 CES n. 25 military gear lockers.,f33e54c1c9644aa8bb2eb283b82a85ad_4.bin,"Could you please confirm whether the delivery location has a loading dock available, or if a lift gate will be required for delivery?",no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000127,GSTMT-000270,f33e54c1c9644aa8bb2eb283b82a85ad,31 CES n. 25 military gear lockers.,f33e54c1c9644aa8bb2eb283b82a85ad_4.bin,The requirement we are looking for should fit pelican cases (as picture attached).,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000128,GSTMT-000272,f33e54c1c9644aa8bb2eb283b82a85ad,31 CES n. 25 military gear lockers.,f33e54c1c9644aa8bb2eb283b82a85ad_6.bin,"Our quoting process includes the internals as we will need to include them in the build, the quote will be for a total solution of x lockers, each locker will have hooks, shelves, bar etc as per a shown layout.",no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000129,GSTMT-000273,f33e54c1c9644aa8bb2eb283b82a85ad,31 CES n. 25 military gear lockers.,f33e54c1c9644aa8bb2eb283b82a85ad_6.bin,The quote was pushed with separate internals of the lockers because the User requested more shelves.,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000130,GSTMT-000274,f33e54c1c9644aa8bb2eb283b82a85ad,31 CES n. 25 military gear lockers.,f33e54c1c9644aa8bb2eb283b82a85ad_6.bin,See Amendment 2 FA568226Q00140002 Q 7:,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000131,GSTMT-000275,f33e54c1c9644aa8bb2eb283b82a85ad,31 CES n. 25 military gear lockers.,f33e54c1c9644aa8bb2eb283b82a85ad_6.bin,"As far as I can see, you have not included an installation line on the solicitation.",no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000132,GSTMT-000276,f33e54c1c9644aa8bb2eb283b82a85ad,31 CES n. 25 military gear lockers.,f33e54c1c9644aa8bb2eb283b82a85ad_6.bin,Are you planning to use non manufacturer trained personnel to build and install them?,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000133,GSTMT-000277,f33e54c1c9644aa8bb2eb283b82a85ad,31 CES n. 25 military gear lockers.,f33e54c1c9644aa8bb2eb283b82a85ad_6.bin,"Yes, the already indicated preferred dimensions are the minimum size required Q 9 :",no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000134,GSTMT-000278,f33e54c1c9644aa8bb2eb283b82a85ad,31 CES n. 25 military gear lockers.,f33e54c1c9644aa8bb2eb283b82a85ad_7.bin,This requirement is for 25 gear lockers for proper storage of personnel UTC items and pro gear.,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000135,GSTMT-000279,f33e54c1c9644aa8bb2eb283b82a85ad,31 CES n. 25 military gear lockers.,f33e54c1c9644aa8bb2eb283b82a85ad_7.bin,Assembly of the lockers shall be preferably executed by our Unit.,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000136,GSTMT-000280,f33e54c1c9644aa8bb2eb283b82a85ad,31 CES n. 25 military gear lockers.,f33e54c1c9644aa8bb2eb283b82a85ad_7.bin,"However, if pre-built, the lockers should have the option for adjustable shelving so the locker can better fit the requirement.",no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000137,GSTMT-000281,f29a122869e64fa19982e9655482f397,Hex Jam Nuts,f29a122869e64fa19982e9655482f397_1.bin,SECURITY AGREEMENT FOR PROTECTION OF NAVAL NUCLEAR PROPULSION INFORMATION The undersigned acknowledges that he/she will be provided specifications or documents as part of SPMYM326Q1134/SPMYM326P1134 which are marked as containing sensitive information which is controlled pursuant to federal law.,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000138,GSTMT-000282,f29a122869e64fa19982e9655482f397,Hex Jam Nuts,f29a122869e64fa19982e9655482f397_1.bin,"These specifications and documents and the information contained therein, shall be used only for the purpose of preparing quotations or processing orders, and shall in no case be transmitted outside the company or to any foreign national within the company.",no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000139,GSTMT-000283,f29a122869e64fa19982e9655482f397,Hex Jam Nuts,f29a122869e64fa19982e9655482f397_1.bin,"While in use, the specifications shall be maintained under surveillance and shall be kept secure, so as to preclude access by any persons who do not have a legitimate need to view them.",no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000140,GSTMT-000285,f29a122869e64fa19982e9655482f397,Hex Jam Nuts,f29a122869e64fa19982e9655482f397_2.bin,REQUEST FOR QUOTATION SPMYM326Q1134 ** THIS IS NOT AN ORDER ** PLEASE PROVIDE DELIVERED PRICES (FOB DESTINATION) REFERENCE/PR:,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000141,GSTMT-000299,dedd02b3424a4149b2823ccee9a76082,Patient Ceiling Lift Slings Replacement,dedd02b3424a4149b2823ccee9a76082_1.bin,It is neither a solicitation announcement nor a request for proposals or quotes and does not obligate the Government to award a contract.,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000142,GSTMT-000300,dedd02b3424a4149b2823ccee9a76082,Patient Ceiling Lift Slings Replacement,dedd02b3424a4149b2823ccee9a76082_1.bin,Responses to this Sources Sought must be in writing.,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000143,GSTMT-000303,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_2.bin,REQUISITION/PURCHASE NUMBER SEALED BID (IFB) INVITATION FOR BID NEGOTIATED (RFP) REQUEST FOR PROPOSAL 7.,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000144,GSTMT-000304,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_2.bin,"Sealed offers in original and copies for furnishings the supplies or services in the Schedule will be received at the place specified in item 8, or if hand carried, in the depository located in until local time (Hour) (Date) CAUTION - LATE Submissions, Modifications, and Withdrawals:",no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000145,GSTMT-000336,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_18.bin,Appendix A Portal Instructions for Submission of MAPS Proposals Amendment 03 - 22 April 2026 Registration Instructions:,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000146,GSTMT-000338,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_18.bin,***OFFERORS SHALL ONLY HAVE ONE (1) PERSON REGISTER FOR PORTAL ACCESS.,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000147,GSTMT-000340,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_18.bin,"https://chess.army.mil/proposal/default/index Once you are on the portal home page, in the top right corner there is an icon of a person.",no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000148,GSTMT-000341,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_18.bin,"Once you click register you will be brought to a new page, following the instructions on the page enter all required information.",no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000149,GSTMT-000342,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_18.bin,"1 Enter First Name, Last Name, Email Address, and create a Password Enter the Address and Phone Number of your Company For Service or Agency select Not Applicable Click SUBMIT to create your profile.",no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000150,GSTMT-000343,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_18.bin,In order to access the portal submission page after registration Offerors shall use the same link as above:,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000151,GSTMT-000344,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_18.bin,https://chess.army.mil/proposal/default/index 2 How to Submit Proposals:,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000152,GSTMT-000345,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_18.bin,"Once you have created your profile, you will now have access to the submission page (please use the following link to access the submission page https://chess.army.mil/proposal/default/index).",no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000153,GSTMT-000363,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_1.bin,The enterprise must meet the definition of “Indian Economic Enterprise” throughout the following time periods:,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000154,GSTMT-000365,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_2.bin,"§ 164.502(e), the Indian Health Service (IHS), as a covered entity, is required to enter into an agreement with a “business associate,” as defined by 45 C.F.R.",no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000155,GSTMT-000366,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_2.bin,"§ 160.103, under which the business associate must agree to appropriately safeguard Protected Health Information (PHI) that it will use and disclose when performing functions, activities or services pursuant to its contract with the IHS.",no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000156,GSTMT-000367,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_2.bin,The following terms shall have the same meaning as those terms in 45 C.F.R.,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000157,GSTMT-000369,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_2.bin,“Business Associate” shall generally have the same meaning as the term “business associate” at 45 C.F.R.,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000158,GSTMT-000370,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_2.bin,"§ 160.103, and in reference to the party to this Agreement shall mean ____________",no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000159,GSTMT-000372,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_4.bin,This performance work statement describes the requirements for non-personal services for a(n) EMERGENCY PHYSICIAN) to support the mission of the Indian Health Service (IHS).,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000160,GSTMT-000373,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_4.bin,Department of Health and Human Services and is responsible for providing federal health services to American Indians and Alaska Natives.,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000161,GSTMT-000374,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_4.bin,The IHS is the principal federal health care provider and health advocate for the Indian people.,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000162,GSTMT-000375,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_4.bin,The IHS currently provides health services to approximately 1.5 million American In,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000163,GSTMT-000376,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_5.bin,Quotes are being requested and a separate written solicitation will not be issued.,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
RDISC-000164,GSTMT-000381,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_5.bin,The following additional submission r,no_context_reasoning_match,,needs_review,2026-06-25 06:10:29
