candidate_value,frequency,quality_score,proposed_labels,example_number,notice_id,opportunity_title,context_snippet
SOLICITATION/CONTRACT,30,70,buyer_process_or_document,1,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),"ENTS (X) SECTION DESCRIPTION PAGE(S) (X) SECTION DESCRIPTION PAGE(S) PART I - THE SCHEDULE PART II - CONTRACT CLAUSES A SOLICITATION/CONTRACT FORM I CONTRACT CLAUSES B SUPPLIES OR SERVICES AND PRICES/COSTS PART III - LIST OF DOCUMENTS, EXHIBITS AND OTHER ATTACH"
SOLICITATION/CONTRACT,30,70,buyer_process_or_document,2,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),"ENTS (X) SECTION DESCRIPTION PAGE(S) (X) SECTION DESCRIPTION PAGE(S) PART I - THE SCHEDULE PART II - CONTRACT CLAUSES A SOLICITATION/CONTRACT FORM I CONTRACT CLAUSES B SUPPLIES OR SERVICES AND PRICES/COSTS PART III - LIST OF DOCUMENTS, EXHIBITS AND OTHER ATTACH"
SOLICITATION/CONTRACT,30,70,buyer_process_or_document,3,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),"ENTS (X) SECTION DESCRIPTION PAGE(S) (X) SECTION DESCRIPTION PAGE(S) PART I - THE SCHEDULE PART II - CONTRACT CLAUSES A SOLICITATION/CONTRACT FORM I CONTRACT CLAUSES B SUPPLIES OR SERVICES AND PRICES/COSTS PART III - LIST OF DOCUMENTS, EXHIBITS AND OTHER ATTACH"
SOLICITATION/CONTRACT,30,70,buyer_process_or_document,4,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),"ENTS (X) SECTION DESCRIPTION PAGE(S) (X) SECTION DESCRIPTION PAGE(S) PART I - THE SCHEDULE PART II - CONTRACT CLAUSES A SOLICITATION/CONTRACT FORM I CONTRACT CLAUSES B SUPPLIES OR SERVICES AND PRICES/COSTS PART III - LIST OF DOCUMENTS, EXHIBITS AND OTHER ATTACH"
SOLICITATION/CONTRACT,30,70,buyer_process_or_document,5,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),"ENTS (X) SECTION DESCRIPTION PAGE(S) (X) SECTION DESCRIPTION PAGE(S) PART I - THE SCHEDULE PART II - CONTRACT CLAUSES A SOLICITATION/CONTRACT FORM I CONTRACT CLAUSES B SUPPLIES OR SERVICES AND PRICES/COSTS PART III - LIST OF DOCUMENTS, EXHIBITS AND OTHER ATTACH"
Officer,26,70,staffing_or_role,1,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization," on June 30, 2026, for verification of this past performance evaluation, please indicate another POC for the contacting officer/contract specialist to contact. "
Officer,26,70,staffing_or_role,2,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization," on June 30, 2026, for verification of this past performance evaluation, please indicate another POC for the contacting officer/contract specialist to contact. "
Officer,26,70,staffing_or_role,3,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,"34 Joplin Road Triangle, VA 22172 Place of Performance: section of this Combined Synopsis Solicitation. The Contracting Officer will then issue a | section of this Combined Synopsis Solicitation. Quoters are hereby advised that any Quote | section"
Officer,26,70,staffing_or_role,4,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,ed with additional information included in this notice. section of this Combined Synopsis Solicitation. The Contracting Officer will then issue a | section of this Combined Synopsis Solicitation. Quoters are hereby advised that any Quote | section
Officer,26,70,staffing_or_role,5,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,ed with additional information included in this notice. section of this Combined Synopsis Solicitation. The Contracting Officer will then issue a | section of this Combined Synopsis Solicitation. Quoters are hereby advised that any Quote | section
Amendment,23,70,buyer_process_or_document,1,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,AMENDMENT OF SOLICITATION/MODIFICATION OF CONTRACT 1. section headings
Amendment,23,70,buyer_process_or_document,2,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,AMENDMENT/MODIFICATION NUMBER 3. section headings
Amendment,23,70,buyer_process_or_document,3,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,AMENDMENT OF SOLICITATION NUMBER 90MC0026R0004 181 (SEE ITEM 11) 9B. section headings
Amendment,23,70,buyer_process_or_document,4,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,THIS ITEM ONLY APPLIES TO AMENDMENTS OF SOLICITATIONS □ (8) � The above numbered solicitation is amended as set forth in Item 14. section headings
Amendment,23,70,buyer_process_or_document,5,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,"Offers must acknowledge receipt of this amendment prior to the hour and date specified in the solicitation or as amended, by one of the following methods: section headin"
CERTIFICATION,22,70,certification_or_standard,1,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,"[""staffing"", ""labor category"", ""qualifications""], ""certifications"": Section 1 | Section L 2.a states four | Section L 2.a | Section 52.212-2 lists only four evaluation factors. Please "
CERTIFICATION,22,70,certification_or_standard,2,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,"[""staffing"", ""labor category"", ""qualifications""], ""certifications"": Section 1 | Section L 2.a states four | Section L 2.a | Section 52.212-2 lists only four evaluation factors. Please "
CERTIFICATION,22,70,certification_or_standard,3,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,"[""certification"", ""nist"", ""fedramp""], ""security"": Section 1 | Section L 2.a states four | Section L 2.a | Section 52.212-2 lists only f"
CERTIFICATION,22,70,certification_or_standard,4,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,"[""key personnel"", ""staffing"", ""resume"", ""qualifications""], ""certifications"": Section II | Section III | Section IV | Section V | section 743 of Division E | Section 1634 of Pub. L. 115-91 | Sec"
CERTIFICATION,22,70,certification_or_standard,5,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,"[""key personnel"", ""staffing"", ""resume"", ""qualifications""], ""certifications"": Section II | Section III | Section IV | Section V | section 743 of Division E | Section 1634 of Pub. L. 115-91 | Sec"
Website,20,70,technology_or_system,1,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,"Selective Service System Website Modernization FAQ June 18, 2026 Section 1 – Solicitation Administration & Proposal Submission Q1.1 – Proposal volume cl"
Website,20,70,technology_or_system,2,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,"Selective Service System Website Modernization FAQ June 18, 2026 Section 1 – Solicitation Administration & Proposal Submission Q1.1 – Proposal volume cl"
Website,20,70,technology_or_system,3,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,ATION OF CONTRACT 2. section headings | Section IV | Part 2.4 | Part 2 | Part 3 | Attachment 1 Selective Service System Website Modernization Requirement Q | Attachment 1 A5 | Attachment 1 A9 | Attachment 1 Q14 | Factor 3 | Factor 3 27
Website,20,70,technology_or_system,4,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,DIFICATION NUMBER 3. section headings | Section IV | Part 2.4 | Part 2 | Part 3 | Attachment 1 Selective Service System Website Modernization Requirement Q | Attachment 1 A5 | Attachment 1 A9 | Attachment 1 Q14 | Factor 3 | Factor 3 27
Website,20,70,technology_or_system,5,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,than Item 6) CODE 8. section headings | Section IV | Part 2.4 | Part 2 | Part 3 | Attachment 1 Selective Service System Website Modernization Requirement Q | Attachment 1 A5 | Attachment 1 A9 | Attachment 1 Q14 | Factor 3 | Factor 3 27
AWARD,18,70,buyer_process_or_document,1,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,"[""evaluation factors"", ""basis for award"", ""best value""], ""proposal_instructions"": Section II | Section III | Section IV | Section V | section 743 of Division E"
AWARD,18,70,buyer_process_or_document,2,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,"[""evaluation factors"", ""basis for award"", ""best value""], ""proposal_instructions"": Section II | Section III | Section IV | Section V | section 743 of Division E"
AWARD,18,70,buyer_process_or_document,3,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,"As a result of this solicitation, the Government intends to award a Firm Fixed Price (FFP) contract resulting from this solicitation to the responsible offeror whose quote conforms to t"
AWARD,18,70,buyer_process_or_document,4,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,"As a result of this solicitation, the Government intends to award a Firm Fixed Price (FFP) contract resulting from this solicitation to the responsible offeror whose quote conforms to t"
AWARD,18,70,buyer_process_or_document,5,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,"As a result of this solicitation, the Government intends to award a Firm Fixed Price (FFP) contract resulting from this solicitation to the responsible offeror whose quote conforms to t"
HP135,136,60,unclassified,1,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135, mill and overlay processes versus full | section replacement. Terracon understands that the parking areas for G702 and HP135 will | Section 8.0 Pavements. The pavement thickness analysis was performed using PCASE. Terraco | Section 7.5 Possible
HP135,136,60,unclassified,2,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135, mill and overlay processes versus full | section replacement. Terracon understands that the parking areas for G702 and HP135 will | Section 8.0 Pavements. The pavement thickness analysis was performed using PCASE. Terraco | Section 7.5 Possible
HP135,136,60,unclassified,3,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135, mill and overlay processes versus full | section replacement. Terracon understands that the parking areas for G702 and HP135 will | Section 8.0 Pavements. The pavement thickness analysis was performed using PCASE. Terraco | Section 7.5 Possible
HP135,136,60,unclassified,4,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135, mill and overlay processes versus full | section replacement. Terracon understands that the parking areas for G702 and HP135 will | Section 8.0 Pavements. The pavement thickness analysis was performed using PCASE. Terraco | Section 7.5 Possible
HP135,136,60,unclassified,5,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,"25-0011 BASIS OF DESIGN Final Submittal UNCLASSIFIED//FOR OFFICIAL USE ONLY Repairs BEQ HP135 MBF Architects, P.A. "
SF-1449,49,60,unclassified,1,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,TABLE OF CONTENTS SECTION 1 - THE SCHEDULE  SF-1449 cover sheet  Block 20 – SCHEDULE OF SUPPLIES/SERVICES  Block 23 – UNIT PRICE  Attachment A - Statement of Work  Att
SF-1449,49,60,unclassified,2,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,TABLE OF CONTENTS SECTION 1 - THE SCHEDULE  SF-1449 cover sheet  Block 20 – SCHEDULE OF SUPPLIES/SERVICES  Block 23 – UNIT PRICE  Attachment A - Statement of Work  Att
SF-1449,49,60,unclassified,3,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,TABLE OF CONTENTS SECTION 1 - THE SCHEDULE  SF-1449 cover sheet  Block 20 – SCHEDULE OF SUPPLIES/SERVICES  Block 23 – UNIT PRICE  Attachment A - Statement of Work  Att
SF-1449,49,60,unclassified,4,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,TABLE OF CONTENTS SECTION 1 - THE SCHEDULE  SF-1449 cover sheet  Block 20 – SCHEDULE OF SUPPLIES/SERVICES  Block 23 – UNIT PRICE  Attachment A - Statement of Work  Att
SF-1449,49,60,unclassified,5,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,TION 4 - EVALUATION FACTORS | SECTION 5 - REPRESENTATIONS AND CERTIFICATIONS | SECTION 1 - THE SCHEDULE CONTINUATION TO SF-1449 RFQ NUMBER 19MX5326Q0043 Block 20 - SCHE | section 6 for security requirements. 2 NOTICE TO PROCEED After Contract awar
Wage,38,60,compliance_or_clause,1,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,Contract Work Hours and Safety Standards Act - Overtime Construction Wage Rate Requirements Compensation (If included in prime contract see Block 6) Apprentices and Trainees Payrolls and Basic 
Wage,38,60,compliance_or_clause,2,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,"[""nist""], ""wage_determination"": Part 1.8 and 29 CFR Part 7"
Wage,38,60,compliance_or_clause,3,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,"[""nist""], ""wage_determination"": Part 1.8 and 29 CFR Part 7"
Wage,38,60,compliance_or_clause,4,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,"A contractor who falsifies certified payroll records or induces wage kickbacks may be subject to civil or criminal prosecution, fines and/or imprisonment. "
Wage,38,60,compliance_or_clause,5,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services","[""standard form"", ""representations and certifications""], ""wage_determination"": section of the System for Award Management | Part 12.Additionally | Part 12 and FAR Part 15. 3. This is"
Plan,32,60,deliverable_or_plan,1,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,"[""instructions to offerors"", ""submit a quote"", ""technical plan""], ""pricing_schedule"": section that outlines your past performance experience in working other base life support"
Plan,32,60,deliverable_or_plan,2,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,"[""instructions to offerors"", ""submit a quote"", ""technical plan""], ""pricing_schedule"": section that outlines your past performance experience in working other base life support"
Plan,32,60,deliverable_or_plan,3,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,"[""technical plan""], ""pricing_schedule"": part 13 | part 12 | Part 9 | Factor 1 | Factor 2 - Past Performance | Factor 3"
Plan,32,60,deliverable_or_plan,4,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,"[""technical plan""], ""pricing_schedule"": part 13 | part 12 | Part 9 | Factor 1 | Factor 2 - Past Performance | Factor 3"
Plan,32,60,deliverable_or_plan,5,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,ject Manager and/or the POSHO when needed. SECTION I SAFETY REQUIREMENTS FOR CONTRACTORS AND SUBCONTRACTORS This safety Plan details | SECTION II Emergency procedures | section can be written in Spanish. The contractor has to detail the procedu
Checklist,15,60,deliverable_or_plan,1,6934753cfbdf45f1b93928b67e93355a,Non-Research Long-Term Care facility needed for the enrichment and socialization of Non-Human Primate colony,o this solicitation are stated in the cla | Section 508 accessibility standards | Section 508 Accessibility Conformance Checklist | Section 508 accessibility standards. Checklists and ACRs evaluate | Section 508 accessibility standards and identifie
Checklist,15,60,deliverable_or_plan,2,6934753cfbdf45f1b93928b67e93355a,Non-Research Long-Term Care facility needed for the enrichment and socialization of Non-Human Primate colony,o this solicitation are stated in the cla | Section 508 accessibility standards | Section 508 Accessibility Conformance Checklist | Section 508 accessibility standards. Checklists and ACRs evaluate | Section 508 accessibility standards and identifie
Checklist,15,60,deliverable_or_plan,3,6934753cfbdf45f1b93928b67e93355a,Non-Research Long-Term Care facility needed for the enrichment and socialization of Non-Human Primate colony,o this solicitation are stated in the cla | Section 508 accessibility standards | Section 508 Accessibility Conformance Checklist | Section 508 accessibility standards. Checklists and ACRs evaluate | Section 508 accessibility standards and identifie
Checklist,15,60,deliverable_or_plan,4,6934753cfbdf45f1b93928b67e93355a,Non-Research Long-Term Care facility needed for the enrichment and socialization of Non-Human Primate colony,o this solicitation are stated in the cla | Section 508 accessibility standards | Section 508 Accessibility Conformance Checklist | Section 508 accessibility standards. Checklists and ACRs evaluate | Section 508 accessibility standards and identifie
Checklist,15,60,deliverable_or_plan,5,6934753cfbdf45f1b93928b67e93355a,Non-Research Long-Term Care facility needed for the enrichment and socialization of Non-Human Primate colony,o this solicitation are stated in the cla | Section 508 accessibility standards | Section 508 Accessibility Conformance Checklist | Section 508 accessibility standards. Checklists and ACRs evaluate | Section 508 accessibility standards and identifie
Database,12,60,technology_or_system,1,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project, 50% of the amount paid by the government to it to firms that are not certified SDVOSBs listed in the SBA certification database as set forth in 852.219–73 or certified VOSBs listed in the SBA certification database as set forth in 852.219–74. Sect
Database,12,60,technology_or_system,2,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project, 85% of the amount paid by the government to it to firms that are not certified SDVOSBs listed in the SBA certification database as set forth in 852.219–73 or certified VOSBs listed in the SBA certification database as set forth in 852.219–74. Sect
Database,12,60,technology_or_system,3,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",E PU BLICATIONS. The Contractor shall abide | PART 7 TECHNICAL EXHIBIT | Exhibit TO Task Order TSDB Terrorist Screening Database U.S.C. United States Code VCC Vis
Database,12,60,technology_or_system,4,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",E PU BLICATIONS. The Contractor shall abide | PART 7 TECHNICAL EXHIBIT | Exhibit TO Task Order TSDB Terrorist Screening Database U.S.C. United States Code VCC Vis
Database,12,60,technology_or_system,5,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",E PU BLICATIONS. The Contractor shall abide | PART 7 TECHNICAL EXHIBIT | Exhibit TO Task Order TSDB Terrorist Screening Database U.S.C. United States Code VCC Vis
Personnel,12,60,staffing_or_role,1,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,"[""key personnel"", ""staffing"", ""resume"", ""qualifications""], ""certifications"": Section II | Section III | Section IV | Section V | sectio"
Personnel,12,60,staffing_or_role,2,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,"[""key personnel"", ""staffing"", ""resume"", ""qualifications""], ""certifications"": Section II | Section III | Section IV | Section V | sectio"
Personnel,12,60,staffing_or_role,3,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,"[""key personnel"", ""staffing"", ""resume"", ""qualifications""], ""certifications"": Section II | Section III | Section IV | Section V | sectio"
Personnel,12,60,staffing_or_role,4,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,"[""key personnel"", ""staffing"", ""resume"", ""qualifications""], ""certifications"": Section II | Section III | Section IV | Section V | sectio"
Personnel,12,60,staffing_or_role,5,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,"This is a non-personal services contract under which the personnel rendering the service(s) are not subject, either by the contract's terms or by the manner of its administration, to the"
Evaluation,11,60,buyer_process_or_document,1,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,"e Volumes (I, II, III, IV, V). Section 1 | Section L 2.a states four | Section L 2.a | Section 52.212-2 lists only four evaluation factors. Please confirm whether Volume V is e | Section 2 | Section L | Section 2.4. Please clarify the level and forma"
Evaluation,11,60,buyer_process_or_document,2,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,"e Volumes (I, II, III, IV, V). Section 1 | Section L 2.a states four | Section L 2.a | Section 52.212-2 lists only four evaluation factors. Please confirm whether Volume V is e | Section 2 | Section L | Section 2.4. Please clarify the level and forma"
Evaluation,11,60,buyer_process_or_document,3,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,e apologize for the confusion. Section 1 | Section L 2.a states four | Section L 2.a | Section 52.212-2 lists only four evaluation factors. Please confirm whether Volume V is e | Section 2 | Section L | Section 2.4. Please clarify the level and forma
Evaluation,11,60,buyer_process_or_document,4,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization, provided in the solicitation. Section 1 | Section L 2.a states four | Section L 2.a | Section 52.212-2 lists only four evaluation factors. Please confirm whether Volume V is e | Section 2 | Section L | Section 2.4. Please clarify the level and forma
Evaluation,11,60,buyer_process_or_document,5,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization, provided in the solicitation. Section 1 | Section L 2.a states four | Section L 2.a | Section 52.212-2 lists only four evaluation factors. Please confirm whether Volume V is e | Section 2 | Section L | Section 2.4. Please clarify the level and forma
SOLICITATION/MODIFICATION,11,60,buyer_process_or_document,1,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,AMENDMENT OF SOLICITATION/MODIFICATION OF CONTRACT 1. section headings
SOLICITATION/MODIFICATION,11,60,buyer_process_or_document,2,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,CONTRACT ID CODE PAGE OF PAGES AMENDMENT OF SOLICITATION/MODIFICATION OF CONTRACT 2. section headings | Section IV | Part 2.4 | Part 2 | Part 3 | Attachment 1 Selective Service System Websi
SOLICITATION/MODIFICATION,11,60,buyer_process_or_document,3,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,CONTRACT ID CODE PAGE OF PAGES AMENDMENT OF SOLICITATION/MODIFICATION OF CONTRACT 2. section headings | section hour availability to respond to and 5.11 and applicable sections of perform u
SOLICITATION/MODIFICATION,11,60,buyer_process_or_document,4,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,AMENDMENT OF SOLICITATION/MODIFICATION OF CONTRACT BPA NO. section headings
SOLICITATION/MODIFICATION,11,60,buyer_process_or_document,5,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",CONTRACT ID CODE PAGE OF PAGES AMENDMENT OF SOLICITATION/MODIFICATION OF CONTRACT 2. section headings
AMENDMENT/MODIFICATION,11,60,buyer_process_or_document,1,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,AMENDMENT/MODIFICATION NUMBER 3. section headings
AMENDMENT/MODIFICATION,11,60,buyer_process_or_document,2,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,AMENDMENT/MODIFICATION NUMBER 3. section headings | Section IV | Part 2.4 | Part 2 | Part 3 | Attachment 1 Selective Service System Website Mo
AMENDMENT/MODIFICATION,11,60,buyer_process_or_document,3,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,AMENDMENT/MODIFICATION NUMBER 3. section headings | section hour availability to respond to and 5.11 and applicable sections of perform unsch
AMENDMENT/MODIFICATION,11,60,buyer_process_or_document,4,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,AMENDMENT/MODIFICATION NUMBER 3. section headings
AMENDMENT/MODIFICATION,11,60,buyer_process_or_document,5,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",AMENDMENT/MODIFICATION NUMBER 3. section headings
REGISTER,7,60,deliverable_or_plan,1,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,"6/15/26, 1:15 PM SAM.gov "" REGISTER OF WAGE DETERMINATIONS UNDER section 13 | Part 541."
REGISTER,7,60,deliverable_or_plan,2,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,"6/15/26, 1:30 PM SAM.gov "" REGISTER OF WAGE DETERMINATIONS UNDER section 13 | Part 541."
REGISTER,7,60,deliverable_or_plan,3,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,"6/15/26, 1:10 PM SAM.gov "" REGISTER OF WAGE DETERMINATIONS UNDER section 13 | Part 541."
REGISTER,7,60,deliverable_or_plan,4,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,"6/15/26, 1:16 PM SAM.gov "" REGISTER OF WAGE DETERMINATIONS UNDER section 13 | Part 541."
REGISTER,7,60,deliverable_or_plan,5,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,"6/15/26, 1:20 PM SAM.gov "" REGISTER OF WAGE DETERMINATIONS UNDER section 13 | Part 541."
CLAUSES,281,50,unclassified,1,71ca1faee86e4a5e9cbbaf154af5bd47,7195--Solar Shades - B3 PACT,.... | SECTION B - CONTINUATION OF SF 1449 BLOCKS .............................................. | SECTION C - CONTRACT CLAUSES ............................................................ | SECTION D - CONTRACT DOCUMENTS | SECTION E - SOLICITATIO
CLAUSES,281,50,unclassified,2,71ca1faee86e4a5e9cbbaf154af5bd47,7195--Solar Shades - B3 PACT,.... | SECTION B - CONTINUATION OF SF 1449 BLOCKS .............................................. | SECTION C - CONTRACT CLAUSES ............................................................ | SECTION D - CONTRACT DOCUMENTS | SECTION E - SOLICITATIO
CLAUSES,281,50,unclassified,3,71ca1faee86e4a5e9cbbaf154af5bd47,7195--Solar Shades - B3 PACT,.... | SECTION B - CONTINUATION OF SF 1449 BLOCKS .............................................. | SECTION C - CONTRACT CLAUSES ............................................................ | SECTION D - CONTRACT DOCUMENTS | SECTION E - SOLICITATIO
CLAUSES,281,50,unclassified,4,71ca1faee86e4a5e9cbbaf154af5bd47,7195--Solar Shades - B3 PACT,.... | SECTION B - CONTINUATION OF SF 1449 BLOCKS .............................................. | SECTION C - CONTRACT CLAUSES ............................................................ | SECTION D - CONTRACT DOCUMENTS | SECTION E - SOLICITATIO
CLAUSES,281,50,unclassified,5,71ca1faee86e4a5e9cbbaf154af5bd47,7195--Solar Shades - B3 PACT,.... | SECTION B - CONTINUATION OF SF 1449 BLOCKS .............................................. | SECTION C - CONTRACT CLAUSES ............................................................ | SECTION D - CONTRACT DOCUMENTS | SECTION E - SOLICITATIO
CONTINUATION,183,50,unclassified,1,71ca1faee86e4a5e9cbbaf154af5bd47,7195--Solar Shades - B3 PACT,ection E. POC | SECTION A ............................................................................... | SECTION B - CONTINUATION OF SF 1449 BLOCKS .............................................. | SECTION C - CONTRACT CLAUSES .......................
CONTINUATION,183,50,unclassified,2,71ca1faee86e4a5e9cbbaf154af5bd47,7195--Solar Shades - B3 PACT,| SECTION B - CONTINUATION OF SF 1449 BLOCKS B.1 CONTRACT ADMINISTRATION DATA 1. Section E. POC | SECTION A ......................................
CONTINUATION,183,50,unclassified,3,71ca1faee86e4a5e9cbbaf154af5bd47,7195--Solar Shades - B3 PACT,ection E. POC | SECTION A ............................................................................... | SECTION B - CONTINUATION OF SF 1449 BLOCKS .............................................. | SECTION C - CONTRACT CLAUSES .......................
CONTINUATION,183,50,unclassified,4,71ca1faee86e4a5e9cbbaf154af5bd47,7195--Solar Shades - B3 PACT,ection E. POC | SECTION A ............................................................................... | SECTION B - CONTINUATION OF SF 1449 BLOCKS .............................................. | SECTION C - CONTRACT CLAUSES .......................
CONTINUATION,183,50,unclassified,5,71ca1faee86e4a5e9cbbaf154af5bd47,7195--Solar Shades - B3 PACT,ection E. POC | SECTION A ............................................................................... | SECTION B - CONTINUATION OF SF 1449 BLOCKS .............................................. | SECTION C - CONTRACT CLAUSES .......................
PROVISIONS,149,50,unclassified,1,71ca1faee86e4a5e9cbbaf154af5bd47,7195--Solar Shades - B3 PACT,........................................................... | SECTION D - CONTRACT DOCUMENTS | SECTION E - SOLICITATION PROVISIONS ..................................................... | SECTION B - CONTINUATION OF SF 1449 BLOCKS B.1 CONTRACT ADMINIS
PROVISIONS,149,50,unclassified,2,71ca1faee86e4a5e9cbbaf154af5bd47,7195--Solar Shades - B3 PACT,........................................................... | SECTION D - CONTRACT DOCUMENTS | SECTION E - SOLICITATION PROVISIONS ..................................................... | SECTION B - CONTINUATION OF SF 1449 BLOCKS B.1 CONTRACT ADMINIS
