named_requirement_id,taxonomy_id,family,category,canonical_name,matched_term,requirement_id,notice_id,opportunity_title,source_file,confidence
NREQ-000344,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000209,71ca1faee86e4a5e9cbbaf154af5bd47,7195--Solar Shades - B3 PACT,71ca1faee86e4a5e9cbbaf154af5bd47_1.bin,0.7
NREQ-000345,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000209,71ca1faee86e4a5e9cbbaf154af5bd47,7195--Solar Shades - B3 PACT,71ca1faee86e4a5e9cbbaf154af5bd47_1.bin,0.7
NREQ-000346,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000210,6934753cfbdf45f1b93928b67e93355a,Non-Research Long-Term Care facility needed for the enrichment and socialization of Non-Human Primate colony,6934753cfbdf45f1b93928b67e93355a_1.bin,0.8
NREQ-000347,TAX-000044,evaluation_factor,source_selection,Best Value,best value,REQ-000212,6934753cfbdf45f1b93928b67e93355a,Non-Research Long-Term Care facility needed for the enrichment and socialization of Non-Human Primate colony,6934753cfbdf45f1b93928b67e93355a_1.bin,0.85
NREQ-000348,TAX-000085,procurement_method,acquisition_strategy,Best Value,best value,REQ-000212,6934753cfbdf45f1b93928b67e93355a,Non-Research Long-Term Care facility needed for the enrichment and socialization of Non-Human Primate colony,6934753cfbdf45f1b93928b67e93355a_1.bin,0.85
NREQ-000349,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000215,6934753cfbdf45f1b93928b67e93355a,Non-Research Long-Term Care facility needed for the enrichment and socialization of Non-Human Primate colony,6934753cfbdf45f1b93928b67e93355a_1.bin,0.75
NREQ-000350,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000216,6934753cfbdf45f1b93928b67e93355a,Non-Research Long-Term Care facility needed for the enrichment and socialization of Non-Human Primate colony,6934753cfbdf45f1b93928b67e93355a_1.bin,0.75
NREQ-000351,TAX-000037,evaluation_factor,source_selection,Past Performance,past performance,REQ-000217,6934753cfbdf45f1b93928b67e93355a,Non-Research Long-Term Care facility needed for the enrichment and socialization of Non-Human Primate colony,6934753cfbdf45f1b93928b67e93355a_1.bin,0.75
NREQ-000352,TAX-000037,evaluation_factor,source_selection,Past Performance,past performance,REQ-000218,6934753cfbdf45f1b93928b67e93355a,Non-Research Long-Term Care facility needed for the enrichment and socialization of Non-Human Primate colony,6934753cfbdf45f1b93928b67e93355a_1.bin,0.75
NREQ-000353,TAX-000037,evaluation_factor,source_selection,Past Performance,past performance,REQ-000219,6934753cfbdf45f1b93928b67e93355a,Non-Research Long-Term Care facility needed for the enrichment and socialization of Non-Human Primate colony,6934753cfbdf45f1b93928b67e93355a_1.bin,0.75
NREQ-000354,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000226,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_1.bin,0.9
NREQ-000355,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000227,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_1.bin,0.9
NREQ-000356,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000230,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_1.bin,0.75
NREQ-000357,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000231,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_1.bin,0.75
NREQ-000358,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000232,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_1.bin,0.75
NREQ-000359,TAX-000037,evaluation_factor,source_selection,Past Performance,past performance,REQ-000233,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_4.bin,0.75
NREQ-000360,TAX-000037,evaluation_factor,source_selection,Past Performance,past performance,REQ-000234,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_4.bin,0.75
NREQ-000361,TAX-000037,evaluation_factor,source_selection,Past Performance,past performance,REQ-000237,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_4.bin,0.8
NREQ-000362,TAX-000037,evaluation_factor,source_selection,Past Performance,past performance,REQ-000238,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_4.bin,0.8
NREQ-000363,TAX-000037,evaluation_factor,source_selection,Past Performance,past performance,REQ-000239,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_4.bin,0.75
NREQ-000364,TAX-000037,evaluation_factor,source_selection,Past Performance,past performance,REQ-000240,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_4.bin,0.75
NREQ-000365,TAX-000037,evaluation_factor,source_selection,Past Performance,past performance,REQ-000241,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_4.bin,0.75
NREQ-000366,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000242,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.7
NREQ-000367,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000242,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.7
NREQ-000368,TAX-000037,evaluation_factor,source_selection,Past Performance,past performance,REQ-000243,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.85
NREQ-000369,TAX-000056,contract_vehicle,procurement_vehicle,BPA,bpa,REQ-000243,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.85
NREQ-000370,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000243,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.85
NREQ-000371,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000243,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.85
NREQ-000372,TAX-000037,evaluation_factor,source_selection,Past Performance,past performance,REQ-000244,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.85
NREQ-000373,TAX-000056,contract_vehicle,procurement_vehicle,BPA,bpa,REQ-000244,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.85
NREQ-000374,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000244,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.85
NREQ-000375,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000244,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.85
NREQ-000376,TAX-000037,evaluation_factor,source_selection,Past Performance,past performance,REQ-000245,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.85
NREQ-000377,TAX-000056,contract_vehicle,procurement_vehicle,BPA,bpa,REQ-000245,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.85
NREQ-000378,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000245,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.85
NREQ-000379,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000245,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.85
NREQ-000380,TAX-000037,evaluation_factor,source_selection,Past Performance,past performance,REQ-000246,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.85
NREQ-000381,TAX-000056,contract_vehicle,procurement_vehicle,BPA,bpa,REQ-000246,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.85
NREQ-000382,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000246,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.85
NREQ-000383,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000246,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.85
NREQ-000384,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000247,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.65
NREQ-000385,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000247,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.65
NREQ-000386,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000248,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.7
NREQ-000387,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000248,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.7
NREQ-000388,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000249,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.7
NREQ-000389,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000249,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.7
NREQ-000390,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000250,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.8
NREQ-000391,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000250,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.8
NREQ-000392,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000251,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.7
NREQ-000393,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000251,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.7
NREQ-000394,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000252,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.7
NREQ-000395,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000252,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.7
NREQ-000396,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000253,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.8
NREQ-000397,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000253,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.8
NREQ-000398,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000253,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.8
NREQ-000399,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000254,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.8
NREQ-000400,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000254,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.8
NREQ-000401,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000254,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.8
NREQ-000402,TAX-000037,evaluation_factor,source_selection,Past Performance,past performance,REQ-000255,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.75
NREQ-000403,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000255,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.75
NREQ-000404,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000255,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.75
NREQ-000405,TAX-000037,evaluation_factor,source_selection,Past Performance,past performance,REQ-000256,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.75
NREQ-000406,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000256,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.75
NREQ-000407,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000256,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.75
NREQ-000408,TAX-000037,evaluation_factor,source_selection,Past Performance,past performance,REQ-000257,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.75
NREQ-000409,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000257,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.75
NREQ-000410,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000257,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.75
NREQ-000411,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000258,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.65
NREQ-000412,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000258,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.65
NREQ-000413,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000259,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.65
NREQ-000414,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000259,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.65
NREQ-000415,TAX-000043,evaluation_factor,source_selection,Compliance,compliance,REQ-000260,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.65
NREQ-000416,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000260,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.65
NREQ-000417,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000260,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.65
NREQ-000418,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000261,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.65
NREQ-000419,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000261,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.65
NREQ-000420,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000262,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.7
NREQ-000421,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000262,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,0.7
NREQ-000422,TAX-000082,procurement_method,acquisition_strategy,Sole Source,sole source,REQ-000263,3b8ae850899e4ab298f3c2bff29ef889,Notice of Intent to Sole Source- Investigative Services  Houston Police Deparment,3b8ae850899e4ab298f3c2bff29ef889_1.bin,0.7
NREQ-000423,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000266,3986c6c299c04c119ed7d79cb2b5cef5,Request for Information: FDA IT Infrastructure Services,3986c6c299c04c119ed7d79cb2b5cef5_1.bin,0.7
NREQ-000424,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000270,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_1.bin,0.85
NREQ-000425,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000271,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_1.bin,0.85
NREQ-000426,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000272,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_1.bin,0.85
NREQ-000427,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000273,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_1.bin,0.8
NREQ-000428,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000274,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_1.bin,0.7
NREQ-000429,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000275,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_1.bin,0.7
NREQ-000430,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000276,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_1.bin,0.75
NREQ-000431,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000277,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_1.bin,0.75
NREQ-000432,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000278,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_2.bin,0.7
NREQ-000433,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000279,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_2.bin,0.75
NREQ-000434,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000280,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_2.bin,0.7
NREQ-000435,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000281,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_2.bin,0.85
NREQ-000436,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000282,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_2.bin,0.75
NREQ-000437,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000283,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_2.bin,0.7
NREQ-000438,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000284,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_2.bin,0.8
NREQ-000439,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000285,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_2.bin,0.7
NREQ-000440,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000286,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_2.bin,0.7
NREQ-000441,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000287,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_2.bin,0.75
NREQ-000442,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000288,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_2.bin,0.75
NREQ-000443,TAX-000037,evaluation_factor,source_selection,Past Performance,past performance,REQ-000289,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_2.bin,0.75
NREQ-000444,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000289,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_2.bin,0.75
NREQ-000445,TAX-000037,evaluation_factor,source_selection,Past Performance,past performance,REQ-000290,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_2.bin,0.75
NREQ-000446,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000290,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_2.bin,0.75
NREQ-000447,TAX-000037,evaluation_factor,source_selection,Past Performance,past performance,REQ-000291,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_2.bin,0.75
NREQ-000448,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000291,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_2.bin,0.75
NREQ-000449,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000292,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_2.bin,0.65
NREQ-000450,TAX-000043,evaluation_factor,source_selection,Compliance,compliance,REQ-000292,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_2.bin,0.65
NREQ-000451,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000293,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_2.bin,0.65
NREQ-000452,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000294,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_2.bin,0.7
NREQ-000453,TAX-000043,evaluation_factor,source_selection,Compliance,compliance,REQ-000295,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_4.bin,0.7
