canonical_requirement_id,structured_requirement_id,notice_id,opportunity_title,source_file,requirement_type,named_value,actor,action,artifact_type,artifact,quantity,condition,mandatory_flag,business_value,source_statement,confidence
CREQ-000072,SREQ-000129,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_1.bin,staffing_requirement,personnel,contractor,provide,staffing_or_personnel,personnel,,,yes,high,"The Contractor shall provide all personnel, equipment, supplies, facilities, transportation, tools, materials, supervision, and other items and non-personal services necessary to perform the verification and issuance of military identification (USID) and CAC cards for active duty military, Reserve and National Guard members, military retirees, family members, Department of Defense (DoD) civilians and other eligible recipients, as defined in this PWS, except for those items specified as government furnished property and services.",0.95
CREQ-000073,SREQ-000146,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_2.bin,review_required,,offeror,,proposal_volume,quote,,,unknown,review,"Should offerors quote the annual subscription cost for the base year only, or should the quote reflect a multi-year term?",0.7
CREQ-000074,SREQ-000147,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_2.bin,review_required,,offeror,,proposal_volume,offer,,,optional_or_conditional,review,Please confirm the intended contract duration for this subscription line item so all offerors may price it accurately and consistently.,0.8
CREQ-000075,SREQ-000148,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_2.bin,operational_requirement,,offeror,submit,proposal_volume,offer,90 days,,yes,medium,Question 3 — OEM Authorization Letter Requirements Section E.2.5 requires offerors to submit an OEM authorization letter dated no more than 90 days,0.95
CREQ-000076,SREQ-000151,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_4.bin,review_required,,,,certification_or_standard,nist,,,unknown,review,All contract administration matters will be handled by the following individuals:,0.55
CREQ-000077,SREQ-000171,f33e54c1c9644aa8bb2eb283b82a85ad,31 CES n. 25 military gear lockers.,f33e54c1c9644aa8bb2eb283b82a85ad_6.bin,review_required,,,include,proposal_volume,quote,,,unknown,review,"Our quoting process includes the internals as we will need to include them in the build, the quote will be for a total solution of x lockers, each locker will have hooks, shelves, bar etc as per a shown layout.",0.75
CREQ-000078,SREQ-000172,f33e54c1c9644aa8bb2eb283b82a85ad,31 CES n. 25 military gear lockers.,f33e54c1c9644aa8bb2eb283b82a85ad_6.bin,review_required,,,,proposal_volume,quote,,,unknown,review,The quote was pushed with separate internals of the lockers because the User requested more shelves.,0.55
CREQ-000079,SREQ-000175,f33e54c1c9644aa8bb2eb283b82a85ad,31 CES n. 25 military gear lockers.,f33e54c1c9644aa8bb2eb283b82a85ad_6.bin,staffing_requirement,personnel,personnel,,staffing_or_personnel,personnel,,,unknown,high,Are you planning to use non manufacturer trained personnel to build and install them?,0.7
CREQ-000080,SREQ-000176,f33e54c1c9644aa8bb2eb283b82a85ad,31 CES n. 25 military gear lockers.,f33e54c1c9644aa8bb2eb283b82a85ad_7.bin,staffing_requirement,personnel,personnel,,staffing_or_personnel,personnel,,,unknown,high,This requirement is for 25 gear lockers for proper storage of personnel UTC items and pro gear.,0.7
CREQ-000081,SREQ-000177,f29a122869e64fa19982e9655482f397,Hex Jam Nuts,f29a122869e64fa19982e9655482f397_2.bin,pricing_requirement,DELIVERED PRICES,,provide,,,,,unknown,medium,REQUEST FOR QUOTATION SPMYM326Q1134 ** THIS IS NOT AN ORDER ** PLEASE PROVIDE DELIVERED PRICES (FOB DESTINATION) REFERENCE/PR:,0.6
CREQ-000082,SREQ-000178,f29a122869e64fa19982e9655482f397,Hex Jam Nuts,f29a122869e64fa19982e9655482f397_2.bin,review_required,,,,proposal_volume,quote,,,unknown,review,__ ____ Your Quote Reference #______________ Email:,0.5
CREQ-000083,SREQ-000179,f29a122869e64fa19982e9655482f397,Hex Jam Nuts,f29a122869e64fa19982e9655482f397_2.bin,review_required,,,,proposal_volume,quote,,,unknown,review,stephen.p.smith161.civ@us.navy.mil Quotation Valid For _________Days Also send quotes to:,0.55
CREQ-000084,SREQ-000180,f29a122869e64fa19982e9655482f397,Hex Jam Nuts,f29a122869e64fa19982e9655482f397_2.bin,operational_requirement,,offeror,award,proposal_volume,offer,,In accordance with FAR 52,yes,medium,"DLA-KME-QUOTATIONS@DLA.MIL *** PLEASE FILL OUT THIS FORM COMPLETELY*** ** In accordance with FAR 52.204-7(b)(1), an Offeror is required to be registered in SAM when submitting an offer or quotation, and must be listed as active, to prevent unduly delaying award.",0.95
CREQ-000085,SREQ-000181,f29a122869e64fa19982e9655482f397,Hex Jam Nuts,f29a122869e64fa19982e9655482f397_2.bin,review_required,,,award,,,,,yes,review,Provisions below MUST be filled in to be considered for award.,0.7
CREQ-000086,SREQ-000182,f29a122869e64fa19982e9655482f397,Hex Jam Nuts,f29a122869e64fa19982e9655482f397_2.bin,pricing_requirement,PRICE LIST,,,pricing,price list,,,unknown,medium,PRICE LISTING/GSA Is this a PRICE LISTED item?,0.5
CREQ-000087,SREQ-000183,f29a122869e64fa19982e9655482f397,Hex Jam Nuts,f29a122869e64fa19982e9655482f397_2.bin,pricing_requirement,price list,,include,proposal_volume,quote,,"If Yes, include copy of price list with your quote",unknown,medium,"If Yes, include copy of price list with your quote.",0.7
CREQ-000088,SREQ-000184,f29a122869e64fa19982e9655482f397,Hex Jam Nuts,f29a122869e64fa19982e9655482f397_3.bin,operational_requirement,,offeror,award,proposal_volume,offer,,,yes,medium,"The Offeror shall review the list of excluded parties in the System for Award Management (SAM) (https://www.sam.gov) for entities excluded from receiving federal awards for ""covered telecommunications equipment or services"".",0.95
CREQ-000089,SREQ-000185,f29a122869e64fa19982e9655482f397,Hex Jam Nuts,f29a122869e64fa19982e9655482f397_3.bin,review_required,,offeror,provide,proposal_volume,offer,,,unknown,review,"The Offeror represents that it [__] does, [__] does not provide covered telecommunications equipment or services as a part of its offered products or services to the Government in the performance of any contract, subcontract, or other contractual instrument.",0.9
CREQ-000090,SREQ-000186,f29a122869e64fa19982e9655482f397,Hex Jam Nuts,f29a122869e64fa19982e9655482f397_3.bin,operational_requirement,,offeror,complete,proposal_volume,offer,,if “does” in 52,yes,medium,"(End of provision) 52.204-24 REPRESENTATION REGARDING CERTAIN TELECOMMUNICATIONS AND VIDEO SURVEILLANCE SERVICES OR EQUIPMENT (NOV 2021) {MUST BE FILLED IN, if “does” in 52.204-26} The Offeror shall not complete the representation at paragraph (d)(",0.95
CREQ-000091,SREQ-000187,dedd02b3424a4149b2823ccee9a76082,Patient Ceiling Lift Slings Replacement,dedd02b3424a4149b2823ccee9a76082_1.bin,review_required,,government,award,proposal_volume,quote,,,unknown,review,It is neither a solicitation announcement nor a request for proposals or quotes and does not obligate the Government to award a contract.,0.9
CREQ-000092,SREQ-000188,dedd02b3424a4149b2823ccee9a76082,Patient Ceiling Lift Slings Replacement,dedd02b3424a4149b2823ccee9a76082_1.bin,review_required,,,include,,,,,yes,review,Unrestricted – no set-aside Responses to this notice shall include the following:,0.7
CREQ-000093,SREQ-000189,dedd02b3424a4149b2823ccee9a76082,Patient Ceiling Lift Slings Replacement,dedd02b3424a4149b2823ccee9a76082_1.bin,staffing_requirement,qualifications,contractor,provide,staffing_or_personnel,qualifications,,,yes,high,"(a) company name b) address (c) socio-economic status, (d) point of contact (e) phone, fax, and email (f) SAM UEI number (g) Cage Code (h) Tax ID Number (i) and must provide a capability statement that addresses the organizations qualifications and ability to perform as a contractor and provide the commodities described below.",0.95
CREQ-000094,SREQ-000190,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_2.bin,review_required,,,,proposal_volume,offer,,"if hand carried, in the depository located in until local time (Hour) (Date) CAUTION - LATE Submissions, Modifications, and",unknown,review,"Sealed offers in original and copies for furnishings the supplies or services in the Schedule will be received at the place specified in item 8, or if hand carried, in the depository located in until local time (Hour) (Date) CAUTION - LATE Submissions, Modifications, and Withdrawals:",0.55
CREQ-000095,SREQ-000192,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_5.bin,review_required,,,,proposal_volume,offer,,"if hand carried, in the depository located in until local time (Hour) (Date) CAUTION - LATE Submissions, Modifications, and",unknown,review,"Sealed offers in original and copies for furnishings the supplies or services in the Schedule will be received at the place specified in item 8, or if hand carried, in the depository located in until local time (Hour) (Date) CAUTION - LATE Submissions, Modifications, and Withdrawals:",0.55
CREQ-000096,SREQ-000194,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,review_required,,,,proposal_volume,offer,,"if hand carried, in the depository located in until local time (Hour) (Date) CAUTION - LATE Submissions, Modifications, and",unknown,review,"Sealed offers in original and copies for furnishings the supplies or services in the Schedule will be received at the place specified in item 8, or if hand carried, in the depository located in until local time (Hour) (Date) CAUTION - LATE Submissions, Modifications, and Withdrawals:",0.55
CREQ-000097,SREQ-000196,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,review_required,,,,proposal_volume,offer,,"if hand carried, in the depository located in until local time (Hour) (Date) CAUTION - LATE Submissions, Modifications, and",unknown,review,"Sealed offers in original and copies for furnishings the supplies or services in the Schedule will be received at the place specified in item 8, or if hand carried, in the depository located in until local time (Hour) (Date) CAUTION - LATE Submissions, Modifications, and Withdrawals:",0.55
CREQ-000098,SREQ-000199,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_10.bin,evaluation_requirement,Evaluation Factors,,,evaluation_or_award,evaluation factors,,,unknown,high,Section M – Evaluation Factors • M.2 Evaluation Approach:,0.5
CREQ-000099,SREQ-000202,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_14.bin,review_required,,,,proposal_volume,offer,,"if hand carried, in the depository located in until local time (Hour) (Date) CAUTION - LATE Submissions, Modifications, and",unknown,review,"Sealed offers in original and copies for furnishings the supplies or services in the Schedule will be received at the place specified in item 8, or if hand carried, in the depository located in until local time (Hour) (Date) CAUTION - LATE Submissions, Modifications, and Withdrawals:",0.55
CREQ-000100,SREQ-000204,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_15.bin,review_required,,,,proposal_volume,offer,,"if hand carried, in the depository located in until local time (Hour) (Date) CAUTION - LATE Submissions, Modifications, and",unknown,review,"Sealed offers in original and copies for furnishings the supplies or services in the Schedule will be received at the place specified in item 8, or if hand carried, in the depository located in until local time (Hour) (Date) CAUTION - LATE Submissions, Modifications, and Withdrawals:",0.55
CREQ-000101,SREQ-000206,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_17.bin,review_required,,,,proposal_volume,offer,,"if hand carried, in the depository located in until local time (Hour) (Date) CAUTION - LATE Submissions, Modifications, and",unknown,review,"Sealed offers in original and copies for furnishings the supplies or services in the Schedule will be received at the place specified in item 8, or if hand carried, in the depository located in until local time (Hour) (Date) CAUTION - LATE Submissions, Modifications, and Withdrawals:",0.55
CREQ-000102,SREQ-000209,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_18.bin,operational_requirement,,offeror,register,proposal_volume,offer,ONE (1,,yes,medium,***OFFERORS SHALL ONLY HAVE ONE (1) PERSON REGISTER FOR PORTAL ACCESS.,0.95
CREQ-000103,SREQ-000210,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_18.bin,operational_requirement,,offeror,submit,proposal_volume,offer,ONE (1,IF NEEDED OFFERORS CAN HAVE ONE (1) ALTERNATE PERSON REGISTER IN THE CASE OF AN EMERGENCY,yes,medium,IF NEEDED OFFERORS CAN HAVE ONE (1) ALTERNATE PERSON REGISTER IN THE CASE OF AN EMERGENCY.*** In order to submit a proposal for the MAPS acquisition all Offerors shall register through the following link to create their profiles.,0.95
CREQ-000104,SREQ-000211,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_18.bin,review_required,,,register,,,,,yes,review,"Once you click register you will be brought to a new page, following the instructions on the page enter all required information.",0.7
CREQ-000105,SREQ-000212,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_18.bin,review_required,,agency,submit,,,,,unknown,review,"1 Enter First Name, Last Name, Email Address, and create a Password Enter the Address and Phone Number of your Company For Service or Agency select Not Applicable Click SUBMIT to create your profile.",0.75
CREQ-000106,SREQ-000213,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_18.bin,review_required,,offeror,,proposal_volume,offer,,,yes,review,In order to access the portal submission page after registration Offerors shall use the same link as above:,0.8
CREQ-000107,SREQ-000214,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_18.bin,review_required,,,submit,,,,,unknown,review,https://chess.army.mil/proposal/default/index 2 How to Submit Proposals:,0.6
CREQ-000108,SREQ-000216,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_19.bin,operational_requirement,,offeror,submit,proposal_volume,offer,,if applicable) *If proposing as a JV Offerors shall submit your written agreement with the Cover Letter **If proposing as a,yes,medium,Joint Venture/Mentor Protégé Information (if applicable) *If proposing as a JV Offerors shall submit your written agreement with the Cover Letter **If proposing as a Mentor Protégé Offerors shall provide verification of the SBA signed agreement with the Cover Letter Are you proposing as a JV?,0.95
CREQ-000109,SREQ-000217,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_22.bin,review_required,,,,proposal_volume,offer,,"if hand carried, in the depository located in until local time (Hour) (Date) CAUTION - LATE Submissions, Modifications, and",unknown,review,"Sealed offers in original and copies for furnishings the supplies or services in the Schedule will be received at the place specified in item 8, or if hand carried, in the depository located in until local time (Hour) (Date) CAUTION - LATE Submissions, Modifications, and Withdrawals:",0.55
CREQ-000110,SREQ-000219,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_23.bin,review_required,,,,proposal_volume,offer,,"if hand carried, in the depository located in until local time (Hour) (Date) CAUTION - LATE Submissions, Modifications, and",unknown,review,"Sealed offers in original and copies for furnishings the supplies or services in the Schedule will be received at the place specified in item 8, or if hand carried, in the depository located in until local time (Hour) (Date) CAUTION - LATE Submissions, Modifications, and Withdrawals:",0.55
CREQ-000111,SREQ-000221,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_24.bin,review_required,,,,proposal_volume,offer,,"if hand carried, in the depository located in until local time (Hour) (Date) CAUTION - LATE Submissions, Modifications, and",unknown,review,"Sealed offers in original and copies for furnishings the supplies or services in the Schedule will be received at the place specified in item 8, or if hand carried, in the depository located in until local time (Hour) (Date) CAUTION - LATE Submissions, Modifications, and Withdrawals:",0.55
CREQ-000112,SREQ-000223,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_1.bin,review_required,,offeror,,proposal_volume,offer,,,unknown,review,"47 the Buy Indian Act, the signature below constitutes self-certification that the Offeror meets the definition of an “Indian Economic Enterprise” (HHSAR 326.601) in response to this Sources Sought Notice, Request for Information (RFI) or Solicitation and resultant contract.",0.7
CREQ-000113,SREQ-000224,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_1.bin,review_required,,,meet,,,,,yes,review,The enterprise must meet the definition of “Indian Economic Enterprise” throughout the following time periods:,0.7
CREQ-000114,SREQ-000225,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_1.bin,operational_requirement,,contractor,provide,,,,"if the Contractor no longer meets the eligibility requirements, the contractor must provide immediate written notification",yes,medium,"At any point during these periods, if the Contractor no longer meets the eligibility requirements, the contractor must provide immediate written notification to the Contracting Officer.",0.85
CREQ-000115,SREQ-000226,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_2.bin,review_required,,contractor,,security_or_clearance,secret,,,yes,review,"Breach, Designated Record Set, Disclosure, Health Care Operations, Individual, Minimum Necessary, Notice of Privacy Practices, PHI, Required by Law, Secretary, Security Incident, Subcontractor, Unsecured PHI, and Use.",0.8
CREQ-000116,SREQ-000228,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_4.bin,review_required,,,support,,,,,unknown,review,This performance work statement describes the requirements for non-personal services for a(n) EMERGENCY PHYSICIAN) to support the mission of the Indian Health Service (IHS).,0.6
CREQ-000117,SREQ-000229,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_5.bin,review_required,,,,proposal_volume,quote,,,unknown,review,Quotes are being requested and a separate written solicitation will not be issued.,0.55
CREQ-000118,SREQ-000230,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_5.bin,pricing_requirement,Unit Price,,,pricing,unit price,,,unknown,medium,Description Quantity Unit Price Extended Price 1 NPSC Physician Services - Base 520 hrs.,0.55
CREQ-000119,SREQ-000232,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_1.bin,deliverable_requirement,Management Plan,,,deliverable_or_plan,management plan,,,unknown,medium,Safety Management Plan ADD YOUR COMPANY NAME AND DATA Project:__ ADD THE NAME OF YOUR PROJECT HERE Location:____ ADD THE PROJECT LOCATION HERE Date:,0.55
CREQ-000120,SREQ-000233,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_1.bin,deliverable_requirement,SAFETY PLAN,,,deliverable_or_plan,safety plan,,,unknown,medium,ADD THE DATE THE MANAGEMENT PLAN WILL BE DELIEVERED SAFETY PLAN:,0.55
CREQ-000121,SREQ-000234,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_1.bin,deliverable_requirement,safety Plan,contractor,,deliverable_or_plan,safety plan,,,unknown,medium,SECTION I SAFETY REQUIREMENTS FOR CONTRACTORS AND SUBCONTRACTORS This safety Plan details the responsibilities related to Safety and Health for the ADD THE NAME OF YOUR PROJECT HERE project.,0.7
CREQ-000122,SREQ-000235,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_1.bin,staffing_requirement,Project Manager,project manager,,staffing_or_personnel,project manager,,,unknown,high,"The responsibilities and other issues declared in this document will be applied to all the stages of the project, extra or different requirements will be established directly by the Project Manager and/or the POSHO when needed.",0.7
CREQ-000123,SREQ-000236,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_1.bin,deliverable_requirement,safety plan,contractor,,deliverable_or_plan,safety plan,,,unknown,medium,"We, ADD YOUR COMPANY NAME, and all our subcontractors will follow this safety plan and guarantee full access to it in case needed.",0.7
CREQ-000124,SREQ-000237,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_1.bin,review_required,,contractor,,certification_or_standard,nist,,,unknown,review,The contractor will follow the more restrictive standard between the Safety and Health Requirements Manual established by the US Army Corps of Engineers (http://www.publications.usace.army.mil/Portals/76/Publications/EngineerManuals/EM_385-1-1.pdf) or the Mexican laws on industrial safety as established by the Ministry of Labor as follows:,0.7
CREQ-000125,SREQ-000238,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_1.bin,operational_requirement,,contractor,demonstrate,,,,,yes,medium,General Safety Requirements The contractor must demonstrate understanding of his/her responsibilities related to the safety requirements by addressing hazards in preplanning processes and meetings.,0.85
CREQ-000126,SREQ-000239,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_2.bin,review_required,,,submit,,,,,optional_or_conditional,review,A1 We may submit diagrams subject to security assessment.,0.65
CREQ-000127,SREQ-000241,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_2.bin,experience_requirement,,government,,certification_or_standard,nist,,"if any generator systems are included under this contract's technical scope, or if these references are administrative erro",unknown,high,"Can the Government please clarify if any generator systems are included under this contract's technical scope, or if these references are administrative errors?",0.7
CREQ-000128,SREQ-000242,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_2.bin,review_required,,contractor,provide,,,,"within the fixed-price base rate, or will the Embassy provide existing proprietary software tools to our technicians on-site?",unknown,review,"Is the contractor expected to purchase new software licenses within the fixed-price base rate, or will the Embassy provide existing proprietary software tools to our technicians on-site?",0.75
CREQ-000129,SREQ-000245,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_5.bin,proposal_requirement,quote,,submit,proposal_volume,quote,,,unknown,medium,19MX5326Q0043 for Anti-Climb bi-folding gates maintenance The Embassy of the United States of America invites you to submit a quote Anti-Climb bi-folding gates maintenance to be performed at the U.S.,0.75
CREQ-000130,SREQ-000246,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_5.bin,review_required,,,,proposal_volume,quote,,,yes,review,"Your quote must be submitted to the address shown on paragraph 3.3.2.2 – Submission Date and Address under Section 3 of the solicitation document on or before 12:00 hours (noon), Mexico City's local time on Friday, June 19, 2026.",0.65
CREQ-000131,SREQ-000247,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_5.bin,review_required,,,,proposal_volume,quote,,,unknown,review,No quotes will be accepted after this time.,0.5
CREQ-000132,SREQ-000248,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_5.bin,review_required,,,submit,proposal_volume,quote,,,yes,review,"In order for a quote to be considered, you must also complete and submit the following:",0.85
CREQ-000133,SREQ-000258,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_1.bin,review_required,,,provide,,,,,unknown,review,• Are you able to provide photos of the installation area?,0.55
CREQ-000134,SREQ-000259,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_1.bin,review_required,,,provide,,,,,unknown,review,Please provide the material according to the submitted specifications;,0.6
CREQ-000135,SREQ-000260,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_1.bin,review_required,,government,provide,,,,,unknown,review,Can the government provide the official engineering or architectural drawings/schematics for these structures?,0.75
CREQ-000136,SREQ-000261,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_1.bin,review_required,,,provide,,,,"If concrete footings are required, please provide the minimum depth and PSI requirements",yes,review,"If concrete footings are required, please provide the minimum depth and PSI requirements.",0.7
CREQ-000137,SREQ-000262,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_2.bin,review_required,,,comply,,,,,yes,review,All plate products shall comply with astm a572 grade 50.,0.65
CREQ-000138,SREQ-000264,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,review_required,,,,proposal_volume,quote,,,unknown,review,"quotes are being requested, and a written solicitation will not be issued.",0.55
CREQ-000139,SREQ-000266,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,review_required,,,,proposal_volume,quote,,,unknown,review,This Request for Quote (RFQ) for Shade Structure Canopy is being set aside for Total Small Businesses.,0.55
CREQ-000140,SREQ-000267,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,review_required,,government,award,,,,,unknown,review,The Government intends to award a Firm-Fixed Price contract.,0.75
CREQ-000141,SREQ-000268,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,review_required,,vendor,submit,proposal_volume,quote,,"If you cannot quote all items requested in this RFQ, please submit quote on what you can provide, as it may be considered i",optional_or_conditional,review,"If you cannot quote all items requested in this RFQ, please submit quote on what you can provide, as it may be considered if government determines best for the government, however it's the government's intent to award to a vendor who can provide all that is requested.",0.95
CREQ-000142,SREQ-000270,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,evaluation_requirement,best value,offeror,award,proposal_volume,offer,,,unknown,high,“Award will be made to the offeror who represents the best value to the,0.9
CREQ-000143,SREQ-000271,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_2.bin,experience_requirement,Past Performance,contractor,,proposal_volume,past performance,,,unknown,high,Department of Interior Past Performance Questionnaire (PPQ) Notice to Contractor Information provided in this questionnaire is intended for use as source selection information and as such is deemed Source Selection Sensitive.,0.7
CREQ-000144,SREQ-000280,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_4.bin,review_required,,,provide,certification_or_standard,nist,,,yes,review,Construction Contract Administration Federal Acquisition Regulation (FAR) 36.211(b) requires agencies provide description of policies and procedures that apply to definitization of equitable adjustments for change orders under construction contracts and data on the time required to definitize equitable adjustments for change orders under construction contracts.,0.85
CREQ-000145,SREQ-000284,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_8.bin,deliverable_requirement,report,,provide,deliverable_or_plan,report,,,unknown,medium,"Please provide any available testing data, commissioning reports, or historical maintenance records for the existing geothermal well field.",0.75
