cluster_id,canonical_statement_id,normalized_text_hash,opportunity_title,cluster_size,duplicate_count,canonical_text,created_at
CLUSTER-000080,CGS-000338,28017d1cf7cb8841c7c2f8c44eb5c263693ea373bc3efd03c1bb71fbab09305d,EcoStruxure Panel Server Advanced (EnerlinX Series),2,1,"and ""Contracting Officer"" shall mean Company's Procurement Officer Applicable to all UT- Battelle subcontracts based on thresholds defined below 52.203-6 RESTRICTIONS ON SUBCONTRACTOR SALES TO THE GOVERNMENT (JU",2026-06-26 01:46:47
CLUSTER-000081,CGS-000339,e9bb0c2b5b8635bfcb40fd4cc594cf076c78a178ed14d585794bb7af02ae9178,EcoStruxure Panel Server Advanced (EnerlinX Series),2,1,"DEFINITIONS Unless otherwise indicated, the following terms shall have the meanings below:",2026-06-26 01:46:47
CLUSTER-000082,CGS-000340,0d3745d1de783bb9e7f6c53b93431298bccb43760dd1369d91478722e92809f1,EcoStruxure Panel Server Advanced (EnerlinX Series),2,1,(a) Government means the United States of America and includes the U.S.,2026-06-26 01:46:47
CLUSTER-000083,CGS-000341,f4335ea9c3b05e9b49fe71e1c2955f7226469067faaa2f7794c14ed7226a183b,EcoStruxure Panel Server Advanced (EnerlinX Series),2,1,"(d) Agreement means Purchase Order, Subcontract, Price Agreement or any supplement and/or modification thereof.",2026-06-26 01:46:47
CLUSTER-000084,CGS-000342,dc97c4d8463ad3ec1b79e4e0972b36b94b07543aec3cb32e21e1504c1865bd23,EcoStruxure Panel Server Advanced (EnerlinX Series),2,1,"RESOLUTION OF DISPUTES The parties agree that substantive issues presented for mediation, arbitration, dispute, claim, litigation, or other effort at resolution shall be determined in accordance with Federal law.",2026-06-26 01:46:47
CLUSTER-000085,CGS-000343,20e6bda80abed7d5f93fe5d8be72aa500c5e593db8453b0d5d24b18ad6770eff,EcoStruxure Panel Server Advanced (EnerlinX Series),2,1,"To the extent there is no Federal law, Tennessee state law shall apply.",2026-06-26 01:46:47
CLUSTER-000086,CGS-000344,78074f062cad16c0627eb80179005ec30c3284b521ca644c83c9e0a869f21e3d,EcoStruxure Panel Server Advanced (EnerlinX Series),2,1,"There shall be no interruption in the performance of the work, and Seller shall proceed diligently with the performance of this Agreement pending final resolution of any dispute arising under this Agreement between the parties hereto or between Seller and its lower-tier subcontractors.",2026-06-26 01:46:47
CLUSTER-000087,CGS-000345,a74dce9ef27ceebb8eb2715c7e3dc3c2d005f0132a01e471afa77a912a71acb6,EcoStruxure Panel Server Advanced (EnerlinX Series),2,1,2.1 ORDER OF PRECEDENCE Any inconsistencies between sections of the Agreement shall be resolved in accor,2026-06-26 01:46:47
CLUSTER-000088,CGS-000365,0e688782e034d6e78ac3e6bf320702c8aebb08efd723c9b1612fe5682b9e55ec,Repair BEQ HP135,2,1,"02/23 PRICE AND PAYMENT PROCEDURES 01 30 00 08/25 ADMINISTRATIVE REQUIREMENTS 01 31 23.13 20 05/17, CHG 7:",2026-06-26 01:46:47
CLUSTER-000089,CGS-000370,8fce8e062cf488362efa4bbc288ede9b44721712115b8d55a86ab7a1731be242,Repair BEQ HP135,2,1,The workdescribedinthisreportwasperformedbyECSingeneralaccordancewiththeScopeofServices described in ECS Proposal Number 49:50782P and the terms and conditions of the agreement authorizing those services.,2026-06-26 01:46:47
CLUSTER-000090,CGS-000375,e7756b50c7ac7eb92f3822eb60a9a36e5e192827a96ac7da98cc6983d5b5c01c,Secure Document Destruction - No Cost,2,1,"See Attachment 1, Schedule of Prices.",2026-06-26 01:46:47
CLUSTER-000091,CGS-000376,5d0d6eb3a854f7e8f85ec1e580f6273b1a2ae969a304850b766feacbc6dc9d8f,Secure Document Destruction - No Cost,2,1,The National Archives and Records Administration (NARA) has a requirement for off-site commercial secure document destruction for various Federal Records Centers (see attachment 1).,2026-06-26 01:46:47
CLUSTER-000092,CGS-000378,3943caf4f69bb54c0505b0e743be081f71cbf88f88c5cc7249be89208ef0abbf,Secure Document Destruction - No Cost,14,13,EMPLOYMENT STANDARDS ADMINISTRATION By direction of the Secretary of Labor,2026-06-26 01:46:47
CLUSTER-000093,CGS-000379,0606ee82874c780e0a48c49eb45cc72014cb9a9dcdbdcc9ceac179df3155c89c,Secure Document Destruction - No Cost,2,1,"Washington Counties of King and Snohomish ___ **Fringe Benefits Required Follow the Occupational Listing** OCCUPATION CODE - TITLE FOOTNOTE RATE 01000 - Administrative Support And Clerical Occupations 01011 - Accounting Clerk I 22.36 01012 - Accounting Clerk II 25.09 01013 - Accounting Clerk III 28.07 01020 - Administrative Assistant 39.00 01035 - Court Reporter 30.10 01041 - Customer Service Representative I 20.05 01042 - Customer Service Representative II 21.88 01043 - Customer Service Representative III 24.56 01051 - Data Entry Operator I 20.28 01052 - Data Entry Operator II 22.13 01060 - Dispatcher, Motor Vehicle 28.38 01070 - Document Preparation Clerk 21.80 01090 - Duplicating Machine Operator 21.80 01111 - General Clerk I 21.05 01112 - General Clerk II 22.98 01113 - General Clerk III 25.79 01120 - Housing Referr",2026-06-26 01:46:47
CLUSTER-000094,CGS-000380,67ac637a104ec5769be637a564602ae982dc54ae600f4ec5e67df048c567d96d,Secure Document Destruction - No Cost,4,3,"California Counties of Riverside and San Bernardino ___ **Fringe Benefits Required Follow the Occupational Listing** OCCUPATION CODE - TITLE FOOTNOTE RATE 01000 - Administrative Support And Clerical Occupations 01011 - Accounting Clerk I 19.89 01012 - Accounting Clerk II 22.32 01013 - Accounting Clerk III 24.97 01020 - Administrative Assistant 36.74 01035 - Court Reporter 51.68 01041 - Customer Service Representative I 17.81 01042 - Customer Service Representative II 19.44 01043 - Customer Service Representative III 21.82 01051 - Data Entry Operator I 19.50 01052 - Data Entry Operator II 21.28 01060 - Dispatcher, Motor Vehicle 23.57 01070 - Document Preparation Clerk 21.55 01090 - Duplicating Machine Operator 21.55 01111 - General Clerk I 17.92 01112 - General Clerk II 19.56 01113 - General Clerk III 21.95 01120 - Hous",2026-06-26 01:46:47
CLUSTER-000095,CGS-000381,5d8b835f80f3e2e953050a34c08ff8f63bccdb22142bed1c9b73d8aa0da97613,Secure Document Destruction - No Cost,2,1,"Illinois Counties of Cook, Du Page and McHenry ___ **Fringe Benefits Required Follow the Occupational Listing** OCCUPATION CODE - TITLE FOOTNOTE RATE 01000 - Administrative Support And Clerical Occupations 01011 - Accounting Clerk I 19.30 01012 - Accounting Clerk II 21.66 01013 - Accounting Clerk III 24.23 01020 - Administrative Assistant 37.66 01035 - Court Reporter 33.31 01041 - Customer Service Representative I 17.99 01042 - Customer Service Representative II 19.63 01043 - Customer Service Representative III 22.03 01051 - Data Entry Operator I 18.06 01052 - Data Entry Operator II 19.71 01060 - Dispatcher, Motor Vehicle 29.26 01070 - Document Preparation Clerk 21.29 01090 - Duplicating Machine Operator 21.29 01111 - General Clerk I 17.84 01112 - General Clerk II 19.47 01113 - General Clerk III 21.85 01120 - Housing Ref",2026-06-26 01:46:47
CLUSTER-000096,CGS-000382,77d0b4c02fec0fbb7d14d85ba4b86bc197949425e01252e2ba02ed0402b6450f,Secure Document Destruction - No Cost,2,1,"Colorado Counties of Adams, Arapahoe, Broomfield, Clear Creek, Denver, Douglas, Elbert, Gilpin, Jefferson and Park ___ **Fringe Benefits Required Follow the Occupational Listing** OCCUPATION CODE - TITLE FOOTNOTE RATE 01000 - Administrative Support And Clerical Occupations 01011 - Accounting Clerk I 22.19 01012 - Accounting Clerk II 24.91 01013 - Accounting Clerk III 27.86 01020 - Administrative Assistant 31.69 01035 - Court Reporter 36.35 01041 - Customer Service Representative I 18.56 01042 - Customer Service Representative II 20.26 01043 - Customer Service Representative III 22.74 01051 - Data Entry Operator I 21.42 01052 - Data Entry Operator II 23.38 01060 - Dispatcher, Motor Vehicle 25.29 01070 - Document Preparation Clerk 22.38 01090 - Duplicating Machine Operator 22.38 01111 - General Clerk I 22.31 01112 - Genera",2026-06-26 01:46:47
CLUSTER-000097,CGS-000384,dd515fd23ded13a7229966dd3554acea1a0661f865138730b2d0245b7154a25e,EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway),4,3,Attachment C- RFP480603 Vendor Name Quote Number Date Line ItemItem Description Part Number Manufacturer Quantity Unit Price Total Price Lead Time Country of Origin 1EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway) or domestic equivalent PAS600LWD-ESX Schneider Electric 37 Total,2026-06-26 01:46:47
CLUSTER-000098,CGS-000385,94875c7ac6986d0becc1cc61af239ce95521317006a29642847ba85b5503cb5a,EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway),3,2,"PR480603 Hello, Poten*al Offeror, Oak Ridge Na*onal Laboratory (ORNL) is invi*ng you to submit a Firm Fixed Price proposal/quote for the following items listed below.",2026-06-26 01:46:47
CLUSTER-000099,CGS-000388,8cffb4df45327b7a6644bae2ab68658f1b2f66a1d49ea4288a8749408b1c05fd,Atlanta Job Corps Center Caretaker and Security Services,2,1,"ISSUED BY CODE JCAS 7.ADMINISTERED BY (If other than Item 6)CODE US Department of Labor Job Corps Acquisition Services 200 Constitution Ave, NW N-4643 Washington DC 20210 8.",2026-06-26 01:46:47
CLUSTER-000100,CGS-000389,b76a22d1f6418485ea9e30783e649e65311244e07eb3d8039e333ecdeea77fa9,Atlanta Job Corps Center Caretaker and Security Services,2,1,AMENDMENT OF SOLICITATION NUMBER (X) 1605AE-26-Q-00005 9B.,2026-06-26 01:46:47
CLUSTER-000101,CGS-000404,899ed8ebacf08d8fcb09aebb519aa441ebc25dfb54189887400cb6e724f5061c,Atlanta Job Corps Center Caretaker and Security Services,2,1,"Georgia Counties of Barrow, Bartow, Butts, Carroll, Cherokee, Clayton, Cobb, Coweta, Dawson, Douglas, Fayette, Forsyth, Fulton, Gwinnett, Haralson, Henry, Morgan, Newton, Paulding, Pickens, Rockdale, Spalding and Walton ___ **Fringe Benefits Required Follow the Occupational Listing** OCCUPATION CODE - TITLE FOOTNOTE RATE 01000 - Administrative Support And Clerical Occupations 01011 - Accounting Clerk I 19.11 01012 - Accounting Clerk II 21.45 01013 - Accounting Clerk III 23.99 01020 - Administrative Assistant 35.34 01035 - Court Reporter 32.33 01041 - Customer Service Representative I 16.61 01042 - Customer Service Representative II 18.13 01043 - Customer Service Representative III 20.35 01051 - Data Entry Operator I 17.87 01052 - Data Entry Operator II 19.50 01060 - Dispatcher, Motor Vehicle 23.38 01070 - Document Preparation Clerk 18.35 01090 -",2026-06-26 01:46:47
