requirement_object_id,object_type,object_text,mandatory_flag,source_requirement_id,notice_id,opportunity_title,source_file,source_category,source_confidence,object_confidence
ROBJ-000152,staffing_requirement,"qualifications""], ""certifications"": SECTION 1 | SECTION 2 | SECTION 3 | SECTION 4 | SECTION 5 | SECTION 6 | SECTION 7 | SECTION 8 | SE",unknown,REQ-000220,6934753cfbdf45f1b93928b67e93355a,Non-Research Long-Term Care facility needed for the enrichment and socialization of Non-Human Primate colony,6934753cfbdf45f1b93928b67e93355a_1.bin,certification,0.65,0.65
ROBJ-000153,clearance_requirement,"secret"", ""classified""], ""forms"": SECTION 1 | SECTION 2 | SECTION 3 | SECTION 4 | SECTI",unknown,REQ-000223,6934753cfbdf45f1b93928b67e93355a,Non-Research Long-Term Care facility needed for the enrichment and socialization of Non-Human Primate colony,6934753cfbdf45f1b93928b67e93355a_1.bin,security,0.65,0.75
ROBJ-000154,procurement_form_or_artifact,"drawings"": SECTION 1 | SECTION 2 | SECTION 3 | SECTION 4 | SECTION 5 | SECTION 6 | SECTION 7 | SECTION 8 | SECTION 9 | SECTION",unknown,REQ-000224,6934753cfbdf45f1b93928b67e93355a,Non-Research Long-Term Care facility needed for the enrichment and socialization of Non-Human Primate colony,6934753cfbdf45f1b93928b67e93355a_1.bin,certification,0.7,0.65
ROBJ-000155,evaluation_factor,price,unknown,REQ-000226,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_1.bin,evaluation,0.9,0.55
ROBJ-000156,evaluation_factor,PAST PERFORMANCE,unknown,REQ-000233,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_4.bin,evaluation,0.75,0.55
ROBJ-000157,experience_requirement,PAST PERFORMANCE INSTRUCTIONS:,unknown,REQ-000233,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_4.bin,evaluation,0.75,0.55
ROBJ-000158,experience_requirement,"Past Performance Questionnaire Contract Number Contractor ( Name Address, Zip Code) Telephone Number Email Address Type of Contract Cont",unknown,REQ-000237,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_4.bin,evaluation,0.8,0.65
ROBJ-000159,experience_requirement,"past performance""], ""certifications"":",unknown,REQ-000239,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_4.bin,certification,0.75,0.55
ROBJ-000160,evaluation_factor,Past Performance,unknown,REQ-000243,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,evaluation,0.85,0.55
ROBJ-000161,experience_requirement,Past Performance Questionnaire E- Pricing Schedule (Excel) This is a combined synopsis/solicitation for commercial services prepared in,unknown,REQ-000243,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,evaluation,0.85,0.65
ROBJ-000162,pricing_requirement,Pricing Schedule (Excel) This is a combined synopsis/solicitation for commercial services prepared in accordance with the format in Subp,unknown,REQ-000243,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,evaluation,0.85,0.65
ROBJ-000163,evaluation_factor,"evaluation factors"", ""lpta""], ""proposal_instructions"": section of this Combined Synopsis Solicitation. The Contracting Officer will then i",unknown,REQ-000250,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,evaluation,0.8,0.65
ROBJ-000164,evaluation_factor,price,unknown,REQ-000253,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,evaluation,0.8,0.55
ROBJ-000165,pricing_requirement,"unit price"", ""total price"", ""clin"", ""price schedule"", ""pricing""], ""past_performance"": section of this Combined Synopsis Solicitati",unknown,REQ-000253,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,evaluation,0.8,0.65
ROBJ-000166,pricing_requirement,"clin"", ""price schedule"", ""pricing""], ""past_performance"": section of this Combined Synopsis Solicitation. The Contracting Off",unknown,REQ-000253,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,evaluation,0.8,0.65
ROBJ-000167,experience_requirement,"past performance"", ""references""], ""staffing"": section of this Combined Synopsis Solicitation. The Contracting Officer will then issue a",unknown,REQ-000255,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,evaluation,0.75,0.65
ROBJ-000168,staffing_requirement,"key personnel"", ""staffing"", ""resume"", ""qualifications""], ""certifications"": section of this Combined Synopsis Solicitation. The Contra",unknown,REQ-000258,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,certification,0.65,0.65
ROBJ-000169,staffing_requirement,"resume"", ""qualifications""], ""certifications"": section of this Combined Synopsis Solicitation. The Contracting Officer will the",unknown,REQ-000258,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,certification,0.65,0.65
ROBJ-000170,staffing_requirement,"qualifications""], ""certifications"": section of this Combined Synopsis Solicitation. The Contracting Officer will then issue a | sectio",unknown,REQ-000258,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,certification,0.65,0.65
ROBJ-000171,certification_requirement,"certificate of compliance"", ""nist"", ""iso""], ""security"": section of this Combined Synopsis Solicitation. The Contracting Offic",unknown,REQ-000260,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,certification,0.65,0.75
ROBJ-000172,clearance_requirement,"secret"", ""classified""], ""forms"": section of this Combined Synopsis Solicitation. The C",unknown,REQ-000261,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,security,0.65,0.75
ROBJ-000173,evaluation_factor,PRICE,unknown,REQ-000270,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_1.bin,evaluation,0.85,0.55
ROBJ-000174,pricing_requirement,UNIT PRICE AMOUNT 0001 1 JB __________________ __________________ Remove/Renovate/Replace Ornamental Grass and Irrigation in accor,unknown,REQ-000270,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_1.bin,evaluation,0.85,0.65
ROBJ-000175,pricing_requirement,"unit price"", ""price schedule""]} Section B SECTION B - SUPPLIES OR SERVICES AND PRICE",unknown,REQ-000276,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_1.bin,evaluation,0.75,0.65
ROBJ-000176,evaluation_factor,EVALUATION FACTORS FOR AWARD ................................................ | Section B System,unknown,REQ-000278,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_2.bin,certification,0.7,0.65
ROBJ-000177,evaluation_factor,PRICE,unknown,REQ-000278,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_2.bin,certification,0.7,0.55
ROBJ-000178,evaluation_factor,EVALUATION FACTORS FOR AWARD ................................................ section on the reverse must be fully completed by offeror. 4,yes,REQ-000281,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_2.bin,evaluation,0.85,0.8
ROBJ-000179,evaluation_factor,"evaluation factors"", ""section m""], ""proposal_instructions"": section on the reverse must be fully completed by offeror. 4. CONTRACT NUMBER",yes,REQ-000284,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_2.bin,evaluation,0.8,0.9
ROBJ-000180,pricing_requirement,"unit price"", ""price schedule"", ""pricing""], ""past_performance"": section on the reverse must be fully completed by offeror. 4. CONTR",yes,REQ-000287,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_2.bin,evaluation,0.75,0.8
ROBJ-000181,evaluation_factor,past performance,unknown,REQ-000289,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_2.bin,certification,0.75,0.55
ROBJ-000182,experience_requirement,"past performance""], ""certifications"": section on the reverse must be fully completed by offeror. 4. CONTRACT NUMBER 5. REQUISIT | SECTIO",yes,REQ-000289,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_2.bin,certification,0.75,0.8
ROBJ-000183,certification_requirement,"certificate of compliance"", ""nist"", ""iso""], ""security"": section on the reverse must be fully completed by offeror. 4. CONTRAC",yes,REQ-000292,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_2.bin,certification,0.65,0.9
ROBJ-000184,clearance_requirement,"secret"", ""classified""], ""justification"": section on the reverse must be fully complete",yes,REQ-000293,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_2.bin,security,0.65,0.9
ROBJ-000185,procurement_form_or_artifact,"drawings"": section on the reverse must be fully completed by offeror. 4. CONTRACT NUMBER 5. REQUISIT | SECTION A - SOLICITATION",yes,REQ-000294,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_2.bin,certification,0.7,0.8
ROBJ-000186,pricing_requirement,"clin""], ""past_performance"": Section 1 | SECTION 1 Figures | Section 2 | Section 3 | SECTION 3 Figures | Section 4 | SECTION",unknown,REQ-000300,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_5.bin,pricing,0.65,0.65
ROBJ-000187,procurement_form_or_artifact,Attachment 1 | Attachment 2 | Attachment 3 | ATTACHMENT 1 | ATTACHMENT 2 | ATTACHMENT 3,unknown,REQ-000304,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_6.bin,certification,0.7,0.65
ROBJ-000188,procurement_form_or_artifact,"ATTACHMENT 3 {""pricing_schedule"": Section 01 35 26 | Part 1926 and 29 CFR Part 1910 | Part 37 | Attachment 1 | Attachment 2 | Attach",unknown,REQ-000307,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_6.bin,pricing,0.65,0.65
ROBJ-000189,procurement_form_or_artifact,ATTACHMENT 1 | ATTACHMENT 2 | ATTACHMENT 3,unknown,REQ-000307,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_6.bin,pricing,0.65,0.65
ROBJ-000190,pricing_requirement,"clin""], ""past_performance"": Section 01 35 26 | Part 1926 and 29 CFR Part 1910 | Part 37 | Attachment 1 | Attachment 2 | Atta",unknown,REQ-000308,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_6.bin,pricing,0.65,0.65
ROBJ-000191,staffing_requirement,"qualifications""], ""certifications"": Section 01 35 26 | Part 1926 and 29 CFR Part 1910 | Part 37 | Attachment 1 | Attachment 2 | Attach",unknown,REQ-000311,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_6.bin,certification,0.65,0.65
ROBJ-000192,procurement_form_or_artifact,exhibit absolute decorum,unknown,REQ-000318,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_10.bin,certification,0.7,0.55
ROBJ-000193,evaluation_factor,price,unknown,REQ-000324,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_10.bin,certification,0.75,0.55
ROBJ-000194,pricing_requirement,"clin"", ""price schedule""], ""certifications"": section being worked on to indicate to the public of work in progress. | section",unknown,REQ-000324,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_10.bin,certification,0.75,0.65
ROBJ-000195,procurement_form_or_artifact,"drawings"": section being worked on to indicate to the public of work in progress. | section from the DISTRICT AGRONOMIST | exhi",unknown,REQ-000328,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_10.bin,security,0.65,0.65
ROBJ-000196,procurement_form_or_artifact,AMENDMENT OF SOLICITATION/MODIFICATION OF CONTRACT BPA NO. section headings,unknown,REQ-000329,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_13.bin,amendment,0.65,0.65
ROBJ-000197,procurement_form_or_artifact,AMENDMENT OF SOLICITATION NUMBER To all Offerors/Bidders 36C78626B0017 X 9B. section headings,unknown,REQ-000332,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_13.bin,amendment,0.65,0.65
ROBJ-000198,procurement_form_or_artifact,"amendment of solicitation"", ""modification of contract""], ""forms"": section headings",unknown,REQ-000338,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_13.bin,amendment,0.65,0.65
ROBJ-000199,certification_requirement,CERTIFICATE OF COMPLIANCE FOR SERVICES AND CONSTRUCTION (JAN 2023) (DEVIATION) (a) Pursuant to 38 U.S.C. Section 1001 | secti,unknown,REQ-000342,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_16.bin,certification,0.7,0.75
ROBJ-000200,certification_requirement,"certificate of compliance"", ""nist""]} Section 1001 | section 16",unknown,REQ-000346,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_16.bin,certification,0.65,0.75
ROBJ-000201,procurement_form_or_artifact,Exhibit TO Task Order TSDB Terrorist Screening Database U.S.C. United States Code VCC Vis,unknown,REQ-000347,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_1.bin,technical,0.75,0.65
ROBJ-000202,evaluation_factor,best value,unknown,REQ-000349,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_1.bin,evaluation,0.75,0.55
ROBJ-000203,evaluation_factor,price,unknown,REQ-000351,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_1.bin,evaluation,0.75,0.55
ROBJ-000204,pricing_requirement,"firm fixed price""], ""past_performance"": Section II of the Cardstock and Consumables Order Form. The APO reviews cardstock discrep | Sect",unknown,REQ-000351,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_1.bin,evaluation,0.75,0.65
ROBJ-000205,pricing_requirement,"clin"", ""pricing"", ""firm fixed price""], ""past_performance"": Section II of the Cardstock and Consumables Order Form. The APO r",unknown,REQ-000351,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_1.bin,evaluation,0.75,0.65
ROBJ-000206,staffing_requirement,"key personnel"", ""staffing"", ""resume"", ""labor category"", ""qualifications""], ""certifications"": Section II of the Cardstock and Consumab",unknown,REQ-000355,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_1.bin,certification,0.7,0.65
ROBJ-000207,staffing_requirement,"resume"", ""labor category"", ""qualifications""], ""certifications"": Section II of the Cardstock and Consumables Order Form. The AP",unknown,REQ-000355,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_1.bin,certification,0.7,0.65
ROBJ-000208,staffing_requirement,"qualifications""], ""certifications"": Section II of the Cardstock and Consumables Order Form. The APO reviews cardstock discrep | Sectio",unknown,REQ-000355,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_1.bin,certification,0.7,0.65
ROBJ-000209,clearance_requirement,"secret"", ""classified"", ""cui"", ""background check""], ""forms"": Section II of the Cardstoc",unknown,REQ-000358,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_1.bin,security,0.65,0.75
ROBJ-000210,clearance_requirement,"cui"", ""background check""], ""forms"": Section II of the Cardstock and Consumables Ord",unknown,REQ-000358,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_1.bin,security,0.65,0.75
ROBJ-000211,evaluation_factor,PRICE,unknown,REQ-000360,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_3.bin,evaluation,0.8,0.55
ROBJ-000212,pricing_requirement,UNIT PRICE AMOUNT (Use Reverse and/or Attach Additional Shee section of the System for Award Management section of the System for,unknown,REQ-000360,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_3.bin,evaluation,0.8,0.65
ROBJ-000213,pricing_requirement,"firm fixed price""], ""staffing"": section of the System for Award Management | Part 12.Additionally | Part 12 and FAR Part 15. 3. This is",unknown,REQ-000364,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_3.bin,evaluation,0.75,0.65
ROBJ-000214,pricing_requirement,"unit price"", ""clin"", ""pricing"", ""firm fixed price""], ""staffing"": section of the System for Award Management | Part 12.Additionally",unknown,REQ-000364,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_3.bin,evaluation,0.75,0.65
ROBJ-000215,pricing_requirement,"clin"", ""pricing"", ""firm fixed price""], ""staffing"": section of the System for Award Management | Part 12.Additionally | Part",unknown,REQ-000364,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_3.bin,evaluation,0.75,0.65
ROBJ-000216,procurement_form_or_artifact,AMENDMENT OF SOLICITATION/MODIFICATION OF CONTRACT 2. section headings,unknown,REQ-000371,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_4.bin,amendment,0.7,0.65
ROBJ-000217,procurement_form_or_artifact,AMENDMENT OF SOLICITATION NUMBER 9B. section headings,unknown,REQ-000374,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_4.bin,amendment,0.65,0.65
ROBJ-000218,procurement_form_or_artifact,"amendment of solicitation"", ""modification of contract"", ""sf 30""], ""forms"": section headings",unknown,REQ-000382,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_4.bin,amendment,0.65,0.65
ROBJ-000219,procurement_form_or_artifact,SF 1449 BLOCKS .............................................. | SECTION C - CONTRACT CLAUSES ..................................,unknown,REQ-000383,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_1.bin,certification,0.7,0.65
ROBJ-000220,procurement_form_or_artifact,SF 1449 BLOCKS B.1 CONTRACT ADMINISTRATION DATA 1. Contract A | Section I. | SECTION C - CONTRACT CLAUSES C.1 52.212-4 CONTRACT,unknown,REQ-000383,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_1.bin,certification,0.7,0.65
ROBJ-000221,procurement_form_or_artifact,SF 1449 BLOCKS B.1 CONTRACT ADMINISTRATION DATA 1. SECTION A ..................................................................,unknown,REQ-000384,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_1.bin,certification,0.65,0.65
ROBJ-000222,evaluation_factor,"evaluation factors""], ""proposal_instructions"": SECTION A ............................................................................... |",unknown,REQ-000387,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_1.bin,evaluation,0.8,0.65
ROBJ-000223,evaluation_factor,price,unknown,REQ-000390,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_1.bin,evaluation,0.75,0.55
ROBJ-000224,pricing_requirement,"firm fixed price""], ""past_performance"": SECTION A ............................................................................... | SECT",unknown,REQ-000390,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_1.bin,evaluation,0.75,0.65
ROBJ-000225,pricing_requirement,"unit price"", ""total price"", ""firm fixed price""], ""past_performance"": SECTION A ...................................................",unknown,REQ-000390,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_1.bin,evaluation,0.75,0.65
ROBJ-000226,evaluation_factor,past performance,unknown,REQ-000392,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_1.bin,evaluation,0.75,0.55
ROBJ-000227,experience_requirement,"past performance""], ""staffing"": SECTION A ............................................................................... | SECTION B -",unknown,REQ-000392,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_1.bin,evaluation,0.75,0.65
ROBJ-000228,staffing_requirement,"resume"", ""qualifications""], ""certifications"": SECTION A ......................................................................",unknown,REQ-000395,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_1.bin,certification,0.65,0.65
ROBJ-000229,staffing_requirement,"qualifications""], ""certifications"": SECTION A ............................................................................... | SECTIO",unknown,REQ-000395,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_1.bin,certification,0.65,0.65
ROBJ-000230,certification_requirement,"certificate of compliance"", ""nist""], ""security"": SECTION A ..................................................................",unknown,REQ-000397,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_1.bin,certification,0.65,0.75
ROBJ-000231,clearance_requirement,"secret"", ""classified""], ""forms"": SECTION A ...........................................",unknown,REQ-000398,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_1.bin,security,0.65,0.75
ROBJ-000232,procurement_form_or_artifact,"sf 1449"", ""representations and certifications""]} SECTION A ....................................................................",unknown,REQ-000399,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_1.bin,certification,0.7,0.65
ROBJ-000233,pricing_requirement,Clin #15 from 48 to 64 Amendment to include RFQ answers Question 1 -0015 (UCS-DDR5-BLK): Section B.2 | Section B.3 | Section,unknown,REQ-000401,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_2.bin,pricing,0.7,0.65
ROBJ-000234,evaluation_factor,Price,unknown,REQ-000404,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_2.bin,evaluation,0.8,0.55
ROBJ-000235,procurement_form_or_artifact,SF 1449 BLOCKS .............................................. | SECTION C - CONTRACT CLAUSES ..................................,unknown,REQ-000413,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_3.bin,certification,0.7,0.65
ROBJ-000236,procurement_form_or_artifact,SF 1449 BLOCKS B.1 CONTRACT ADMINISTRATION DATA 1. Contract A | Section I. | SECTION C - CONTRACT CLAUSES C.1 52.212-4 CONTRACT,unknown,REQ-000413,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_3.bin,certification,0.7,0.65
ROBJ-000237,procurement_form_or_artifact,SF 1449 BLOCKS B.1 CONTRACT ADMINISTRATION DATA 1. SECTION A ..................................................................,unknown,REQ-000414,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_3.bin,certification,0.65,0.65
ROBJ-000238,evaluation_factor,"evaluation factors""], ""proposal_instructions"": SECTION A ............................................................................... |",unknown,REQ-000417,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_3.bin,evaluation,0.8,0.65
ROBJ-000239,evaluation_factor,price,unknown,REQ-000420,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_3.bin,evaluation,0.75,0.55
ROBJ-000240,pricing_requirement,"firm fixed price""], ""past_performance"": SECTION A ............................................................................... | SECT",unknown,REQ-000420,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_3.bin,evaluation,0.75,0.65
ROBJ-000241,pricing_requirement,"unit price"", ""total price"", ""firm fixed price""], ""past_performance"": SECTION A ...................................................",unknown,REQ-000420,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_3.bin,evaluation,0.75,0.65
