alias_id,candidate_alias,suggested_family,frequency,confidence,review_status,created_at
SA-000350,of this amendment,Proposal,4,0.62,pending,2026-06-27 13:28:41
SA-000351,of the following,Administrative,4,0.62,pending,2026-06-27 13:28:41
SA-000352,copies of,Administrative,4,0.62,pending,2026-06-27 13:28:41
SA-000353,the offer,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000354,electronic communication,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000355,solicitation and,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000356,or electronic communication,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000357,to the solicitation,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000358,letter or electronic communication,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000359,with your,Administrative,4,0.62,pending,2026-06-27 13:28:41
SA-000360,contract id,Administrative,4,0.62,pending,2026-06-27 13:28:41
SA-000361,code page,Administrative,4,0.62,pending,2026-06-27 13:28:41
SA-000362,contract id code,Administrative,4,0.62,pending,2026-06-27 13:28:41
SA-000363,id code page,Administrative,4,0.62,pending,2026-06-27 13:28:41
SA-000364,contract id code page,Administrative,4,0.62,pending,2026-06-27 13:28:41
SA-000365,non personal,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000366,personal services,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000367,the service,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000368,between the,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000369,non personal services,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000370,the united,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000371,the united states,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000372,that are,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000373,requirement is,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000374,this requirement is,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000375,in response,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000376,response to,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000377,in response to,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000378,the lowest,Evaluation,4,0.62,pending,2026-06-27 13:28:41
SA-000379,to award a,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000380,supplies services,Commercial,4,0.62,pending,2026-06-27 13:28:41
SA-000381,commercial services,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000382,solicitation will,Evaluation,4,0.62,pending,2026-06-27 13:28:41
SA-000383,award a contract,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000384,far part,Evaluation,4,0.62,pending,2026-06-27 13:28:41
SA-000385,of the contract,Proposal,4,0.62,pending,2026-06-27 13:28:41
SA-000386,requirements the,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000387,provide the following,Administrative,4,0.62,pending,2026-06-27 13:28:41
SA-000388,black hills,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000389,hills national,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000390,statement of,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000391,black hills national,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000392,hills national cemetery,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000393,black hills national cemetery,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000394,be provided,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000395,provided by,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000396,provided by the,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000397,contractor must,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000398,responsible for,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000399,affairs national,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000400,18434 joplin,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000401,joplin road,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000402,triangle va,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000403,va 22172,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000404,of performance,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000405,veterans affairs national,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000406,affairs national cemetery,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000407,18434 joplin road,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000408,triangle va 22172,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000409,of veterans affairs national,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000410,veterans affairs national cemetery,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000411,affairs national cemetery administration,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000412,a combined,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000413,the format,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000414,format in,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000415,as supplemented,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000416,supplemented with,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000417,with additional,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000418,information included,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000419,a combined synopsis,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000420,synopsis solicitation for,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000421,with the format,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000422,the format in,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000423,as supplemented with,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000424,supplemented with additional,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000425,with additional information,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000426,additional information included,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000427,information included in,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000428,a combined synopsis solicitation,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000429,combined synopsis solicitation for,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000430,accordance with the format,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000431,with the format in,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000432,as supplemented with additional,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000433,supplemented with additional information,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000434,with additional information included,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000435,additional information included in,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000436,information included in this,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000437,included in this notice,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000438,the submission,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000439,notice of,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000440,service or,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000441,for information,Administrative,4,0.62,pending,2026-06-27 13:28:41
SA-000442,request for information,Administrative,4,0.62,pending,2026-06-27 13:28:41
SA-000443,this request,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000444,pursuant to,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000445,based on,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000446,section b,Commercial,4,0.62,pending,2026-06-27 13:28:41
SA-000447,supplies or,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000448,number date,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000449,and health,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000450,the specifications,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000451,and shall,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000452,can the government,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000453,sba certification,Supplier Qualification,4,0.62,pending,2026-06-27 13:28:41
SA-000454,certification database,Supplier Qualification,4,0.62,pending,2026-06-27 13:28:41
SA-000455,database as,Supplier Qualification,4,0.62,pending,2026-06-27 13:28:41
SA-000456,in the sba,Supplier Qualification,4,0.62,pending,2026-06-27 13:28:41
SA-000457,the sba certification,Supplier Qualification,4,0.62,pending,2026-06-27 13:28:41
SA-000458,sba certification database,Supplier Qualification,4,0.62,pending,2026-06-27 13:28:41
SA-000459,certification database as,Supplier Qualification,4,0.62,pending,2026-06-27 13:28:41
SA-000460,database as set,Supplier Qualification,4,0.62,pending,2026-06-27 13:28:41
SA-000461,forth in 852,Supplier Qualification,4,0.62,pending,2026-06-27 13:28:41
SA-000462,in 852 219,Supplier Qualification,4,0.62,pending,2026-06-27 13:28:41
SA-000463,by the government to,Supplier Qualification,4,0.62,pending,2026-06-27 13:28:41
SA-000464,listed in the sba,Supplier Qualification,4,0.62,pending,2026-06-27 13:28:41
SA-000465,in the sba certification,Supplier Qualification,4,0.62,pending,2026-06-27 13:28:41
SA-000466,the sba certification database,Supplier Qualification,4,0.62,pending,2026-06-27 13:28:41
SA-000467,sba certification database as,Supplier Qualification,4,0.62,pending,2026-06-27 13:28:41
SA-000468,certification database as set,Supplier Qualification,4,0.62,pending,2026-06-27 13:28:41
SA-000469,database as set forth,Supplier Qualification,4,0.62,pending,2026-06-27 13:28:41
SA-000470,set forth in 852,Supplier Qualification,4,0.62,pending,2026-06-27 13:28:41
SA-000471,forth in 852 219,Supplier Qualification,4,0.62,pending,2026-06-27 13:28:41
SA-000472,as defined,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000473,services to,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000474,this agreement,Legal and Compliance,4,0.62,pending,2026-06-27 13:28:41
SA-000475,covered telecommunications,Supplier Qualification,4,0.62,pending,2026-06-27 13:28:41
SA-000476,telecommunications equipment,Supplier Qualification,4,0.62,pending,2026-06-27 13:28:41
SA-000477,equipment or,Supplier Qualification,4,0.62,pending,2026-06-27 13:28:41
SA-000478,covered telecommunications equipment,Supplier Qualification,4,0.62,pending,2026-06-27 13:28:41
SA-000479,telecommunications equipment or,Supplier Qualification,4,0.62,pending,2026-06-27 13:28:41
SA-000480,equipment or services,Supplier Qualification,4,0.62,pending,2026-06-27 13:28:41
SA-000481,covered telecommunications equipment or,Supplier Qualification,4,0.62,pending,2026-06-27 13:28:41
SA-000482,telecommunications equipment or services,Supplier Qualification,4,0.62,pending,2026-06-27 13:28:41
SA-000483,products or,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000484,products or services,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000485,the performance of,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000486,company name,Supplier Qualification,4,0.62,pending,2026-06-27 13:28:41
SA-000487,the schedule,Evaluation,4,0.62,pending,2026-06-27 13:28:41
SA-000488,army mil,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000489,business associate,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000490,requirements for,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000491,safety plan,Legal and Compliance,4,0.62,pending,2026-06-27 13:28:41
SA-000492,in this document,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000493,anti climb,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000494,climb bi,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000495,anti climb bi,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000496,climb bi folding,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000497,anti climb bi folding,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000498,climb bi folding gates,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000499,payment registration,Evaluation,4,0.62,pending,2026-06-27 13:28:41
SA-000500,addendum to,Evaluation,4,0.62,pending,2026-06-27 13:28:41
SA-000501,and dosar,Evaluation,4,0.62,pending,2026-06-27 13:28:41
SA-000502,not prescribed,Evaluation,4,0.62,pending,2026-06-27 13:28:41
SA-000503,prescribed in,Evaluation,4,0.62,pending,2026-06-27 13:28:41
SA-000504,and certifications,Evaluation,4,0.62,pending,2026-06-27 13:28:41
SA-000505,far and dosar,Evaluation,4,0.62,pending,2026-06-27 13:28:41
SA-000506,not prescribed in,Evaluation,4,0.62,pending,2026-06-27 13:28:41
SA-000507,prescribed in part,Evaluation,4,0.62,pending,2026-06-27 13:28:41
SA-000508,in part 12,Evaluation,4,0.62,pending,2026-06-27 13:28:41
SA-000509,representations and certifications,Evaluation,4,0.62,pending,2026-06-27 13:28:41
SA-000510,not prescribed in part,Evaluation,4,0.62,pending,2026-06-27 13:28:41
SA-000511,prescribed in part 12,Evaluation,4,0.62,pending,2026-06-27 13:28:41
SA-000512,mexico city,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000513,quote for the,Proposal,4,0.62,pending,2026-06-27 13:28:41
SA-000514,panel server,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000515,mbf architects,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000516,corps base,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000517,base camp,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000518,lejeune nc,Metadata,4,0.62,pending,2026-06-27 13:28:41
SA-000519,structural interior,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000520,marine corps base,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000521,corps base camp,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000522,base camp lejeune,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000523,camp lejeune nc,Metadata,4,0.62,pending,2026-06-27 13:28:41
SA-000524,structural interior design,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000525,marine corps base camp,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000526,corps base camp lejeune,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000527,01090 duplicating,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000528,duplicating machine,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000529,machine operator,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000530,01111 general,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000531,01090 duplicating machine,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000532,duplicating machine operator,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000533,01111 general clerk,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000534,general clerk i,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000535,01090 duplicating machine operator,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000536,01111 general clerk i,Unclassified,4,0.62,pending,2026-06-27 13:28:41
SA-000537,selective service,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000538,service system,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000539,proposal submission,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000540,bound volumes,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000541,selective service system,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000542,confirm whether,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000543,whether the,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000544,please confirm whether,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000545,offerors shall submit,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000546,price proposal,Proposal,3,0.59,pending,2026-06-27 13:28:41
SA-000547,contract documentation,Proposal,3,0.59,pending,2026-06-27 13:28:41
SA-000548,2 evaluation,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000549,a separate,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000550,fob destination,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000551,method of,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000552,block is,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000553,is marked,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000554,marked the,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000555,the defense,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000556,defense priorities,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000557,priorities request,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000558,and allocations,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000559,system dpas,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000560,issuing office,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000561,method of solicitation,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000562,unless block is,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000563,block is marked,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000564,is marked the,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000565,marked the defense,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000566,the defense priorities,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000567,defense priorities request,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000568,system dpas 15,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000569,dpas 15 cfr,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000570,15 cfr 700,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000571,unless block is marked,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000572,block is marked the,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000573,is marked the defense,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000574,marked the defense priorities,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000575,the defense priorities request,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000576,system dpas 15 cfr,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000577,dpas 15 cfr 700,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000578,contract 1,Administrative,3,0.59,pending,2026-06-27 13:28:41
SA-000579,of contract 1,Administrative,3,0.59,pending,2026-06-27 13:28:41
SA-000580,modification of contract 1,Administrative,3,0.59,pending,2026-06-27 13:28:41
SA-000581,by completing,Administrative,3,0.59,pending,2026-06-27 13:28:41
SA-000582,completing items,Administrative,3,0.59,pending,2026-06-27 13:28:41
SA-000583,and returning,Administrative,3,0.59,pending,2026-06-27 13:28:41
SA-000584,the amendment,Administrative,3,0.59,pending,2026-06-27 13:28:41
SA-000585,a by completing,Administrative,3,0.59,pending,2026-06-27 13:28:41
SA-000586,by completing items,Administrative,3,0.59,pending,2026-06-27 13:28:41
SA-000587,completing items 8,Administrative,3,0.59,pending,2026-06-27 13:28:41
SA-000588,items 8 and,Administrative,3,0.59,pending,2026-06-27 13:28:41
SA-000589,8 and 15,Administrative,3,0.59,pending,2026-06-27 13:28:41
SA-000590,and 15 and,Administrative,3,0.59,pending,2026-06-27 13:28:41
SA-000591,15 and returning,Administrative,3,0.59,pending,2026-06-27 13:28:41
SA-000592,copies of the,Administrative,3,0.59,pending,2026-06-27 13:28:41
SA-000593,of the amendment,Administrative,3,0.59,pending,2026-06-27 13:28:41
SA-000594,a by completing items,Administrative,3,0.59,pending,2026-06-27 13:28:41
SA-000595,by completing items 8,Administrative,3,0.59,pending,2026-06-27 13:28:41
SA-000596,completing items 8 and,Administrative,3,0.59,pending,2026-06-27 13:28:41
SA-000597,items 8 and 15,Administrative,3,0.59,pending,2026-06-27 13:28:41
SA-000598,8 and 15 and,Administrative,3,0.59,pending,2026-06-27 13:28:41
SA-000599,and 15 and returning,Administrative,3,0.59,pending,2026-06-27 13:28:41
SA-000600,copies of the amendment,Administrative,3,0.59,pending,2026-06-27 13:28:41
SA-000601,copy of the,Administrative,3,0.59,pending,2026-06-27 13:28:41
SA-000602,a reference,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000603,reference to the,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000604,the solicitation and,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000605,proposal for,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000606,listed below,Proposal,3,0.59,pending,2026-06-27 13:28:41
SA-000607,the contracting,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000608,contract specialist,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000609,must be submitted,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000610,the contracting officer,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000611,you will,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000612,will not be,Proposal,3,0.59,pending,2026-06-27 13:28:41
SA-000613,pages amendment,Administrative,3,0.59,pending,2026-06-27 13:28:41
SA-000614,code page of,Administrative,3,0.59,pending,2026-06-27 13:28:41
SA-000615,of pages amendment,Administrative,3,0.59,pending,2026-06-27 13:28:41
SA-000616,pages amendment of,Administrative,3,0.59,pending,2026-06-27 13:28:41
SA-000617,id code page of,Administrative,3,0.59,pending,2026-06-27 13:28:41
SA-000618,code page of pages,Administrative,3,0.59,pending,2026-06-27 13:28:41
SA-000619,page of pages amendment,Administrative,3,0.59,pending,2026-06-27 13:28:41
SA-000620,of pages amendment of,Administrative,3,0.59,pending,2026-06-27 13:28:41
SA-000621,pages amendment of solicitation,Administrative,3,0.59,pending,2026-06-27 13:28:41
SA-000622,to change,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000623,an offer,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000624,which the,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000625,contractor s,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000626,the contractor s,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000627,contractor who,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000628,statement pws,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000629,work statement pws,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000630,performance work statement pws,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000631,the services,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000632,consideration must,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000633,be given,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000634,must be given,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000635,to perform,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000636,government intends,Administrative,3,0.59,pending,2026-06-27 13:28:41
SA-000637,contract resulting,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000638,resulting from,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000639,from this,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000640,solicitation to,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000641,the responsible,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000642,responsible offeror,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000643,offeror whose,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000644,most advantageous,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000645,advantageous to,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000646,the government intends,Administrative,3,0.59,pending,2026-06-27 13:28:41
SA-000647,government intends to,Administrative,3,0.59,pending,2026-06-27 13:28:41
SA-000648,award a firm,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000649,contract resulting from,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000650,resulting from this,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000651,solicitation to the,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000652,to the responsible,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000653,the responsible offeror,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000654,responsible offeror whose,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000655,will be most,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000656,be most advantageous,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000657,most advantageous to,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000658,advantageous to the,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000659,the government intends to,Administrative,3,0.59,pending,2026-06-27 13:28:41
SA-000660,award a firm fixed,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000661,contract resulting from this,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000662,solicitation to the responsible,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000663,to the responsible offeror,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000664,the responsible offeror whose,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000665,will be most advantageous,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000666,be most advantageous to,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000667,most advantageous to the,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000668,advantageous to the government,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000669,in block,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000670,of supplies,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000671,schedule of supplies,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000672,of supplies services,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000673,schedule of supplies services,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000674,price and,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000675,shall be used,Administrative,3,0.59,pending,2026-06-27 13:28:41
SA-000676,technical capability,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000677,award will,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000678,award will be,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000679,will be made,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000680,award will be made,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000681,source selection,Proposal,3,0.59,pending,2026-06-27 13:28:41
SA-000682,and award,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000683,contract with,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000684,your quote,Administrative,3,0.59,pending,2026-06-27 13:28:41
SA-000685,to be considered,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000686,line item,Commercial,3,0.59,pending,2026-06-27 13:28:41
SA-000687,one time,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000688,refer to,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000689,network contracting,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000690,contracting office,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000691,network contracting office,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000692,information description,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000693,additional information description,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000694,is not a,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000695,the department,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000696,the department of,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000697,has a requirement,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000698,has a requirement for,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000699,request for quote,Unclassified,3,0.59,pending,2026-06-27 13:28:41
