discovery_id,candidate_pattern,frequency,status,created_at
SD-001077,for local,1,review,2026-06-27 13:28:41
SD-001078,local holidays,1,review,2026-06-27 13:28:41
SD-001079,holidays due,1,review,2026-06-27 13:28:41
SD-001080,to local,1,review,2026-06-27 13:28:41
SD-001081,local labor,1,review,2026-06-27 13:28:41
SD-001082,labor laws,1,review,2026-06-27 13:28:41
SD-001083,maintain this,1,review,2026-06-27 13:28:41
SD-001084,this schedule,1,review,2026-06-27 13:28:41
SD-001085,must be made,1,review,2026-06-27 13:28:41
SD-001086,be made for,1,review,2026-06-27 13:28:41
SD-001087,made for local,1,review,2026-06-27 13:28:41
SD-001088,for local holidays,1,review,2026-06-27 13:28:41
SD-001089,local holidays due,1,review,2026-06-27 13:28:41
SD-001090,holidays due to,1,review,2026-06-27 13:28:41
SD-001091,due to local,1,review,2026-06-27 13:28:41
SD-001092,to local labor,1,review,2026-06-27 13:28:41
SD-001093,local labor laws,1,review,2026-06-27 13:28:41
SD-001094,labor laws to,1,review,2026-06-27 13:28:41
SD-001095,laws to maintain,1,review,2026-06-27 13:28:41
SD-001096,to maintain this,1,review,2026-06-27 13:28:41
SD-001097,maintain this schedule,1,review,2026-06-27 13:28:41
SD-001098,consideration must be made,1,review,2026-06-27 13:28:41
SD-001099,must be made for,1,review,2026-06-27 13:28:41
SD-001100,be made for local,1,review,2026-06-27 13:28:41
SD-001101,made for local holidays,1,review,2026-06-27 13:28:41
SD-001102,for local holidays due,1,review,2026-06-27 13:28:41
SD-001103,local holidays due to,1,review,2026-06-27 13:28:41
SD-001104,holidays due to local,1,review,2026-06-27 13:28:41
SD-001105,due to local labor,1,review,2026-06-27 13:28:41
SD-001106,to local labor laws,1,review,2026-06-27 13:28:41
SD-001107,local labor laws to,1,review,2026-06-27 13:28:41
SD-001108,labor laws to maintain,1,review,2026-06-27 13:28:41
SD-001109,laws to maintain this,1,review,2026-06-27 13:28:41
SD-001110,to maintain this schedule,1,review,2026-06-27 13:28:41
SD-001111,further consideration,1,review,2026-06-27 13:28:41
SD-001112,given for,1,review,2026-06-27 13:28:41
SD-001113,for nationalities,1,review,2026-06-27 13:28:41
SD-001114,nationalities that,1,review,2026-06-27 13:28:41
SD-001115,the panama,1,review,2026-06-27 13:28:41
SD-001116,panama city,1,review,2026-06-27 13:28:41
SD-001117,city panama,1,review,2026-06-27 13:28:41
SD-001118,panama joint,1,review,2026-06-27 13:28:41
SD-001119,joint security,1,review,2026-06-27 13:28:41
SD-001120,security cooperation,1,review,2026-06-27 13:28:41
SD-001121,cooperation group,1,review,2026-06-27 13:28:41
SD-001122,group panama,1,review,2026-06-27 13:28:41
SD-001123,panama jscg,1,review,2026-06-27 13:28:41
SD-001124,to limitations,1,review,2026-06-27 13:28:41
SD-001125,limitations imposed,1,review,2026-06-27 13:28:41
SD-001126,imposed by,1,review,2026-06-27 13:28:41
SD-001127,the local,1,review,2026-06-27 13:28:41
SD-001128,government on,1,review,2026-06-27 13:28:41
SD-001129,the number,1,review,2026-06-27 13:28:41
SD-001130,of specific,1,review,2026-06-27 13:28:41
SD-001131,specific nationalities,1,review,2026-06-27 13:28:41
SD-001132,nationalities which,1,review,2026-06-27 13:28:41
SD-001133,the country,1,review,2026-06-27 13:28:41
SD-001134,country at,1,review,2026-06-27 13:28:41
SD-001135,any given,1,review,2026-06-27 13:28:41
SD-001136,given time,1,review,2026-06-27 13:28:41
SD-001137,further consideration must,1,review,2026-06-27 13:28:41
SD-001138,be given for,1,review,2026-06-27 13:28:41
SD-001139,given for nationalities,1,review,2026-06-27 13:28:41
SD-001140,for nationalities that,1,review,2026-06-27 13:28:41
SD-001141,nationalities that are,1,review,2026-06-27 13:28:41
SD-001142,that are allowed,1,review,2026-06-27 13:28:41
SD-001143,within the panama,1,review,2026-06-27 13:28:41
SD-001144,the panama city,1,review,2026-06-27 13:28:41
SD-001145,panama city panama,1,review,2026-06-27 13:28:41
SD-001146,city panama joint,1,review,2026-06-27 13:28:41
SD-001147,panama joint security,1,review,2026-06-27 13:28:41
SD-001148,joint security cooperation,1,review,2026-06-27 13:28:41
SD-001149,security cooperation group,1,review,2026-06-27 13:28:41
SD-001150,cooperation group panama,1,review,2026-06-27 13:28:41
SD-001151,group panama jscg,1,review,2026-06-27 13:28:41
SD-001152,panama jscg p,1,review,2026-06-27 13:28:41
SD-001153,jscg p due,1,review,2026-06-27 13:28:41
SD-001154,p due to,1,review,2026-06-27 13:28:41
SD-001155,due to limitations,1,review,2026-06-27 13:28:41
SD-001156,to limitations imposed,1,review,2026-06-27 13:28:41
SD-001157,limitations imposed by,1,review,2026-06-27 13:28:41
SD-001158,imposed by the,1,review,2026-06-27 13:28:41
SD-001159,by the local,1,review,2026-06-27 13:28:41
SD-001160,the local government,1,review,2026-06-27 13:28:41
SD-001161,local government on,1,review,2026-06-27 13:28:41
SD-001162,government on the,1,review,2026-06-27 13:28:41
SD-001163,on the number,1,review,2026-06-27 13:28:41
SD-001164,the number of,1,review,2026-06-27 13:28:41
SD-001165,number of specific,1,review,2026-06-27 13:28:41
SD-001166,of specific nationalities,1,review,2026-06-27 13:28:41
SD-001167,specific nationalities which,1,review,2026-06-27 13:28:41
SD-001168,nationalities which are,1,review,2026-06-27 13:28:41
SD-001169,which are allowed,1,review,2026-06-27 13:28:41
SD-001170,within the country,1,review,2026-06-27 13:28:41
SD-001171,the country at,1,review,2026-06-27 13:28:41
SD-001172,country at any,1,review,2026-06-27 13:28:41
SD-001173,at any given,1,review,2026-06-27 13:28:41
SD-001174,any given time,1,review,2026-06-27 13:28:41
SD-001175,further consideration must be,1,review,2026-06-27 13:28:41
SD-001176,consideration must be given,1,review,2026-06-27 13:28:41
SD-001177,must be given for,1,review,2026-06-27 13:28:41
SD-001178,be given for nationalities,1,review,2026-06-27 13:28:41
SD-001179,given for nationalities that,1,review,2026-06-27 13:28:41
SD-001180,for nationalities that are,1,review,2026-06-27 13:28:41
SD-001181,nationalities that are allowed,1,review,2026-06-27 13:28:41
SD-001182,that are allowed to,1,review,2026-06-27 13:28:41
SD-001183,work within the panama,1,review,2026-06-27 13:28:41
SD-001184,within the panama city,1,review,2026-06-27 13:28:41
SD-001185,the panama city panama,1,review,2026-06-27 13:28:41
SD-001186,panama city panama joint,1,review,2026-06-27 13:28:41
SD-001187,city panama joint security,1,review,2026-06-27 13:28:41
SD-001188,panama joint security cooperation,1,review,2026-06-27 13:28:41
SD-001189,joint security cooperation group,1,review,2026-06-27 13:28:41
SD-001190,security cooperation group panama,1,review,2026-06-27 13:28:41
SD-001191,cooperation group panama jscg,1,review,2026-06-27 13:28:41
SD-001192,group panama jscg p,1,review,2026-06-27 13:28:41
SD-001193,panama jscg p due,1,review,2026-06-27 13:28:41
SD-001194,jscg p due to,1,review,2026-06-27 13:28:41
SD-001195,p due to limitations,1,review,2026-06-27 13:28:41
SD-001196,due to limitations imposed,1,review,2026-06-27 13:28:41
SD-001197,to limitations imposed by,1,review,2026-06-27 13:28:41
SD-001198,limitations imposed by the,1,review,2026-06-27 13:28:41
SD-001199,imposed by the local,1,review,2026-06-27 13:28:41
SD-001200,by the local government,1,review,2026-06-27 13:28:41
SD-001201,the local government on,1,review,2026-06-27 13:28:41
SD-001202,local government on the,1,review,2026-06-27 13:28:41
SD-001203,government on the number,1,review,2026-06-27 13:28:41
SD-001204,on the number of,1,review,2026-06-27 13:28:41
SD-001205,the number of specific,1,review,2026-06-27 13:28:41
SD-001206,number of specific nationalities,1,review,2026-06-27 13:28:41
SD-001207,of specific nationalities which,1,review,2026-06-27 13:28:41
SD-001208,specific nationalities which are,1,review,2026-06-27 13:28:41
SD-001209,nationalities which are allowed,1,review,2026-06-27 13:28:41
SD-001210,which are allowed to,1,review,2026-06-27 13:28:41
SD-001211,work within the country,1,review,2026-06-27 13:28:41
SD-001212,within the country at,1,review,2026-06-27 13:28:41
SD-001213,the country at any,1,review,2026-06-27 13:28:41
SD-001214,country at any given,1,review,2026-06-27 13:28:41
SD-001215,at any given time,1,review,2026-06-27 13:28:41
SD-001216,for base,1,review,2026-06-27 13:28:41
SD-001217,base life,1,review,2026-06-27 13:28:41
SD-001218,life support,1,review,2026-06-27 13:28:41
SD-001219,at cristobal,1,review,2026-06-27 13:28:41
SD-001220,cristobal colon,1,review,2026-06-27 13:28:41
SD-001221,colon formerly,1,review,2026-06-27 13:28:41
SD-001222,formerly known,1,review,2026-06-27 13:28:41
SD-001223,known as,1,review,2026-06-27 13:28:41
SD-001224,fort sherman,1,review,2026-06-27 13:28:41
SD-001225,sherman panama,1,review,2026-06-27 13:28:41
SD-001226,is for base,1,review,2026-06-27 13:28:41
SD-001227,for base life,1,review,2026-06-27 13:28:41
SD-001228,base life support,1,review,2026-06-27 13:28:41
SD-001229,life support services,1,review,2026-06-27 13:28:41
SD-001230,support services at,1,review,2026-06-27 13:28:41
SD-001231,services at cristobal,1,review,2026-06-27 13:28:41
SD-001232,at cristobal colon,1,review,2026-06-27 13:28:41
SD-001233,cristobal colon formerly,1,review,2026-06-27 13:28:41
SD-001234,colon formerly known,1,review,2026-06-27 13:28:41
SD-001235,formerly known as,1,review,2026-06-27 13:28:41
SD-001236,known as fort,1,review,2026-06-27 13:28:41
SD-001237,as fort sherman,1,review,2026-06-27 13:28:41
SD-001238,fort sherman panama,1,review,2026-06-27 13:28:41
SD-001239,requirement is for base,1,review,2026-06-27 13:28:41
SD-001240,is for base life,1,review,2026-06-27 13:28:41
SD-001241,for base life support,1,review,2026-06-27 13:28:41
SD-001242,base life support services,1,review,2026-06-27 13:28:41
SD-001243,life support services at,1,review,2026-06-27 13:28:41
SD-001244,support services at cristobal,1,review,2026-06-27 13:28:41
SD-001245,services at cristobal colon,1,review,2026-06-27 13:28:41
SD-001246,at cristobal colon formerly,1,review,2026-06-27 13:28:41
SD-001247,cristobal colon formerly known,1,review,2026-06-27 13:28:41
SD-001248,colon formerly known as,1,review,2026-06-27 13:28:41
SD-001249,formerly known as fort,1,review,2026-06-27 13:28:41
SD-001250,known as fort sherman,1,review,2026-06-27 13:28:41
SD-001251,as fort sherman panama,1,review,2026-06-27 13:28:41
SD-001252,bulk fuel,1,review,2026-06-27 13:28:41
SD-001253,fuel operations,1,review,2026-06-27 13:28:41
SD-001254,operations limited,1,review,2026-06-27 13:28:41
SD-001255,limited to,1,review,2026-06-27 13:28:41
SD-001256,to generators,1,review,2026-06-27 13:28:41
SD-001257,generators supporting,1,review,2026-06-27 13:28:41
SD-001258,supporting site,1,review,2026-06-27 13:28:41
SD-001259,site power,1,review,2026-06-27 13:28:41
SD-001260,power requirements,1,review,2026-06-27 13:28:41
SD-001261,bulk fuel operations,1,review,2026-06-27 13:28:41
SD-001262,fuel operations limited,1,review,2026-06-27 13:28:41
SD-001263,operations limited to,1,review,2026-06-27 13:28:41
SD-001264,limited to generators,1,review,2026-06-27 13:28:41
SD-001265,to generators supporting,1,review,2026-06-27 13:28:41
SD-001266,generators supporting site,1,review,2026-06-27 13:28:41
SD-001267,supporting site power,1,review,2026-06-27 13:28:41
SD-001268,site power requirements,1,review,2026-06-27 13:28:41
SD-001269,bulk fuel operations limited,1,review,2026-06-27 13:28:41
SD-001270,fuel operations limited to,1,review,2026-06-27 13:28:41
SD-001271,operations limited to generators,1,review,2026-06-27 13:28:41
SD-001272,limited to generators supporting,1,review,2026-06-27 13:28:41
SD-001273,to generators supporting site,1,review,2026-06-27 13:28:41
SD-001274,generators supporting site power,1,review,2026-06-27 13:28:41
SD-001275,supporting site power requirements,1,review,2026-06-27 13:28:41
SD-001276,necessary staffing,1,review,2026-06-27 13:28:41
SD-001277,staffing management,1,review,2026-06-27 13:28:41
SD-001278,maintenance required,1,review,2026-06-27 13:28:41
SD-001279,perform these,1,review,2026-06-27 13:28:41
SD-001280,and all necessary,1,review,2026-06-27 13:28:41
SD-001281,all necessary staffing,1,review,2026-06-27 13:28:41
SD-001282,necessary staffing management,1,review,2026-06-27 13:28:41
SD-001283,staffing management and,1,review,2026-06-27 13:28:41
SD-001284,management and maintenance,1,review,2026-06-27 13:28:41
SD-001285,and maintenance required,1,review,2026-06-27 13:28:41
SD-001286,maintenance required to,1,review,2026-06-27 13:28:41
SD-001287,required to perform,1,review,2026-06-27 13:28:41
SD-001288,to perform these,1,review,2026-06-27 13:28:41
SD-001289,perform these services,1,review,2026-06-27 13:28:41
SD-001290,and all necessary staffing,1,review,2026-06-27 13:28:41
SD-001291,all necessary staffing management,1,review,2026-06-27 13:28:41
SD-001292,necessary staffing management and,1,review,2026-06-27 13:28:41
SD-001293,staffing management and maintenance,1,review,2026-06-27 13:28:41
SD-001294,management and maintenance required,1,review,2026-06-27 13:28:41
SD-001295,and maintenance required to,1,review,2026-06-27 13:28:41
SD-001296,maintenance required to perform,1,review,2026-06-27 13:28:41
SD-001297,required to perform these,1,review,2026-06-27 13:28:41
SD-001298,to perform these services,1,review,2026-06-27 13:28:41
SD-001299,are invited,1,review,2026-06-27 13:28:41
SD-001300,invited to,1,review,2026-06-27 13:28:41
SD-001301,quote offer,1,review,2026-06-27 13:28:41
SD-001302,offer in,1,review,2026-06-27 13:28:41
SD-001303,solicitation w912cl,1,review,2026-06-27 13:28:41
SD-001304,w912cl 26,1,review,2026-06-27 13:28:41
SD-001305,june 2026,1,review,2026-06-27 13:28:41
SD-001306,1 you are,1,review,2026-06-27 13:28:41
SD-001307,you are invited,1,review,2026-06-27 13:28:41
SD-001308,are invited to,1,review,2026-06-27 13:28:41
SD-001309,invited to submit,1,review,2026-06-27 13:28:41
SD-001310,a quote offer,1,review,2026-06-27 13:28:41
SD-001311,quote offer in,1,review,2026-06-27 13:28:41
SD-001312,offer in response,1,review,2026-06-27 13:28:41
SD-001313,response to solicitation,1,review,2026-06-27 13:28:41
SD-001314,to solicitation w912cl,1,review,2026-06-27 13:28:41
SD-001315,solicitation w912cl 26,1,review,2026-06-27 13:28:41
SD-001316,w912cl 26 r,1,review,2026-06-27 13:28:41
SD-001317,26 r a004,1,review,2026-06-27 13:28:41
SD-001318,r a004 by,1,review,2026-06-27 13:28:41
SD-001319,a004 by 15,1,review,2026-06-27 13:28:41
SD-001320,by 15 00,1,review,2026-06-27 13:28:41
SD-001321,15 00 pm,1,review,2026-06-27 13:28:41
SD-001322,00 pm cst,1,review,2026-06-27 13:28:41
SD-001323,pm cst on,1,review,2026-06-27 13:28:41
SD-001324,cst on 24,1,review,2026-06-27 13:28:41
SD-001325,on 24 june,1,review,2026-06-27 13:28:41
SD-001326,24 june 2026,1,review,2026-06-27 13:28:41
SD-001327,2 1 you are,1,review,2026-06-27 13:28:41
SD-001328,1 you are invited,1,review,2026-06-27 13:28:41
SD-001329,you are invited to,1,review,2026-06-27 13:28:41
SD-001330,are invited to submit,1,review,2026-06-27 13:28:41
SD-001331,invited to submit a,1,review,2026-06-27 13:28:41
SD-001332,submit a quote offer,1,review,2026-06-27 13:28:41
SD-001333,a quote offer in,1,review,2026-06-27 13:28:41
SD-001334,quote offer in response,1,review,2026-06-27 13:28:41
SD-001335,offer in response to,1,review,2026-06-27 13:28:41
SD-001336,in response to solicitation,1,review,2026-06-27 13:28:41
SD-001337,response to solicitation w912cl,1,review,2026-06-27 13:28:41
SD-001338,to solicitation w912cl 26,1,review,2026-06-27 13:28:41
SD-001339,solicitation w912cl 26 r,1,review,2026-06-27 13:28:41
SD-001340,w912cl 26 r a004,1,review,2026-06-27 13:28:41
SD-001341,26 r a004 by,1,review,2026-06-27 13:28:41
SD-001342,r a004 by 15,1,review,2026-06-27 13:28:41
SD-001343,a004 by 15 00,1,review,2026-06-27 13:28:41
SD-001344,by 15 00 pm,1,review,2026-06-27 13:28:41
SD-001345,15 00 pm cst,1,review,2026-06-27 13:28:41
SD-001346,00 pm cst on,1,review,2026-06-27 13:28:41
SD-001347,pm cst on 24,1,review,2026-06-27 13:28:41
SD-001348,cst on 24 june,1,review,2026-06-27 13:28:41
SD-001349,on 24 june 2026,1,review,2026-06-27 13:28:41
SD-001350,a result,1,review,2026-06-27 13:28:41
SD-001351,result of,1,review,2026-06-27 13:28:41
SD-001352,solicitation the,1,review,2026-06-27 13:28:41
SD-001353,price ffp,1,review,2026-06-27 13:28:41
SD-001354,ffp contract,1,review,2026-06-27 13:28:41
SD-001355,these instructions,1,review,2026-06-27 13:28:41
SD-001356,government considering,1,review,2026-06-27 13:28:41
SD-001357,considering the,1,review,2026-06-27 13:28:41
SD-001358,technically acce,1,review,2026-06-27 13:28:41
SD-001359,as a result,1,review,2026-06-27 13:28:41
SD-001360,a result of,1,review,2026-06-27 13:28:41
SD-001361,result of this,1,review,2026-06-27 13:28:41
SD-001362,this solicitation the,1,review,2026-06-27 13:28:41
SD-001363,solicitation the government,1,review,2026-06-27 13:28:41
SD-001364,fixed price ffp,1,review,2026-06-27 13:28:41
SD-001365,price ffp contract,1,review,2026-06-27 13:28:41
SD-001366,ffp contract resulting,1,review,2026-06-27 13:28:41
SD-001367,offeror whose quote,1,review,2026-06-27 13:28:41
SD-001368,conforms to these,1,review,2026-06-27 13:28:41
SD-001369,to these instructions,1,review,2026-06-27 13:28:41
SD-001370,these instructions and,1,review,2026-06-27 13:28:41
SD-001371,instructions and will,1,review,2026-06-27 13:28:41
SD-001372,the government considering,1,review,2026-06-27 13:28:41
SD-001373,government considering the,1,review,2026-06-27 13:28:41
SD-001374,considering the lowest,1,review,2026-06-27 13:28:41
SD-001375,price technically acce,1,review,2026-06-27 13:28:41
SD-001376,as a result of,1,review,2026-06-27 13:28:41
SD-001377,a result of this,1,review,2026-06-27 13:28:41
SD-001378,result of this solicitation,1,review,2026-06-27 13:28:41
SD-001379,of this solicitation the,1,review,2026-06-27 13:28:41
SD-001380,this solicitation the government,1,review,2026-06-27 13:28:41
SD-001381,solicitation the government intends,1,review,2026-06-27 13:28:41
SD-001382,firm fixed price ffp,1,review,2026-06-27 13:28:41
SD-001383,fixed price ffp contract,1,review,2026-06-27 13:28:41
SD-001384,price ffp contract resulting,1,review,2026-06-27 13:28:41
SD-001385,ffp contract resulting from,1,review,2026-06-27 13:28:41
SD-001386,responsible offeror whose quote,1,review,2026-06-27 13:28:41
SD-001387,offeror whose quote conforms,1,review,2026-06-27 13:28:41
SD-001388,quote conforms to these,1,review,2026-06-27 13:28:41
SD-001389,conforms to these instructions,1,review,2026-06-27 13:28:41
SD-001390,to these instructions and,1,review,2026-06-27 13:28:41
SD-001391,these instructions and will,1,review,2026-06-27 13:28:41
SD-001392,instructions and will be,1,review,2026-06-27 13:28:41
SD-001393,and will be most,1,review,2026-06-27 13:28:41
SD-001394,to the government considering,1,review,2026-06-27 13:28:41
SD-001395,the government considering the,1,review,2026-06-27 13:28:41
SD-001396,government considering the lowest,1,review,2026-06-27 13:28:41
SD-001397,considering the lowest price,1,review,2026-06-27 13:28:41
SD-001398,lowest price technically acce,1,review,2026-06-27 13:28:41
SD-001399,submit invoices,1,review,2026-06-27 13:28:41
SD-001400,invoices to,1,review,2026-06-27 13:28:41
SD-001401,to address,1,review,2026-06-27 13:28:41
SD-001402,block 18a,1,review,2026-06-27 13:28:41
SD-001403,18a unless,1,review,2026-06-27 13:28:41
SD-001404,block offer,1,review,2026-06-27 13:28:41
SD-001405,offer below,1,review,2026-06-27 13:28:41
SD-001406,below is,1,review,2026-06-27 13:28:41
SD-001407,is checked,1,review,2026-06-27 13:28:41
SD-001408,checked see,1,review,2026-06-27 13:28:41
SD-001409,see addendum,1,review,2026-06-27 13:28:41
SD-001410,addendum 19,1,review,2026-06-27 13:28:41
SD-001411,submit invoices to,1,review,2026-06-27 13:28:41
SD-001412,invoices to address,1,review,2026-06-27 13:28:41
SD-001413,to address shown,1,review,2026-06-27 13:28:41
SD-001414,address shown in,1,review,2026-06-27 13:28:41
SD-001415,shown in block,1,review,2026-06-27 13:28:41
SD-001416,in block 18a,1,review,2026-06-27 13:28:41
SD-001417,block 18a unless,1,review,2026-06-27 13:28:41
SD-001418,18a unless block,1,review,2026-06-27 13:28:41
SD-001419,unless block offer,1,review,2026-06-27 13:28:41
SD-001420,block offer below,1,review,2026-06-27 13:28:41
SD-001421,offer below is,1,review,2026-06-27 13:28:41
SD-001422,below is checked,1,review,2026-06-27 13:28:41
SD-001423,is checked see,1,review,2026-06-27 13:28:41
SD-001424,checked see addendum,1,review,2026-06-27 13:28:41
SD-001425,see addendum 19,1,review,2026-06-27 13:28:41
SD-001426,submit invoices to address,1,review,2026-06-27 13:28:41
SD-001427,invoices to address shown,1,review,2026-06-27 13:28:41
SD-001428,to address shown in,1,review,2026-06-27 13:28:41
SD-001429,address shown in block,1,review,2026-06-27 13:28:41
SD-001430,shown in block 18a,1,review,2026-06-27 13:28:41
SD-001431,in block 18a unless,1,review,2026-06-27 13:28:41
SD-001432,block 18a unless block,1,review,2026-06-27 13:28:41
SD-001433,18a unless block offer,1,review,2026-06-27 13:28:41
SD-001434,unless block offer below,1,review,2026-06-27 13:28:41
SD-001435,block offer below is,1,review,2026-06-27 13:28:41
SD-001436,offer below is checked,1,review,2026-06-27 13:28:41
SD-001437,below is checked see,1,review,2026-06-27 13:28:41
SD-001438,is checked see addendum,1,review,2026-06-27 13:28:41
SD-001439,checked see addendum 19,1,review,2026-06-27 13:28:41
SD-001440,item number,1,review,2026-06-27 13:28:41
SD-001441,number schedule,1,review,2026-06-27 13:28:41
SD-001442,amount use,1,review,2026-06-27 13:28:41
SD-001443,use reverse,1,review,2026-06-27 13:28:41
SD-001444,reverse and,1,review,2026-06-27 13:28:41
SD-001445,or attach,1,review,2026-06-27 13:28:41
SD-001446,attach additional,1,review,2026-06-27 13:28:41
SD-001447,additional shee,1,review,2026-06-27 13:28:41
SD-001448,item number schedule,1,review,2026-06-27 13:28:41
SD-001449,number schedule of,1,review,2026-06-27 13:28:41
SD-001450,price amount use,1,review,2026-06-27 13:28:41
SD-001451,amount use reverse,1,review,2026-06-27 13:28:41
SD-001452,use reverse and,1,review,2026-06-27 13:28:41
SD-001453,reverse and or,1,review,2026-06-27 13:28:41
SD-001454,and or attach,1,review,2026-06-27 13:28:41
SD-001455,or attach additional,1,review,2026-06-27 13:28:41
SD-001456,attach additional shee,1,review,2026-06-27 13:28:41
SD-001457,item number schedule of,1,review,2026-06-27 13:28:41
SD-001458,number schedule of supplies,1,review,2026-06-27 13:28:41
SD-001459,of supplies services quantity,1,review,2026-06-27 13:28:41
SD-001460,unit price amount use,1,review,2026-06-27 13:28:41
SD-001461,price amount use reverse,1,review,2026-06-27 13:28:41
SD-001462,amount use reverse and,1,review,2026-06-27 13:28:41
SD-001463,use reverse and or,1,review,2026-06-27 13:28:41
SD-001464,reverse and or attach,1,review,2026-06-27 13:28:41
SD-001465,and or attach additional,1,review,2026-06-27 13:28:41
SD-001466,or attach additional shee,1,review,2026-06-27 13:28:41
SD-001467,evaluation commercial,1,review,2026-06-27 13:28:41
SD-001468,services nov,1,review,2026-06-27 13:28:41
SD-001469,2021 basis,1,review,2026-06-27 13:28:41
SD-001470,basis for,1,review,2026-06-27 13:28:41
SD-001471,212 2 evaluation,1,review,2026-06-27 13:28:41
SD-001472,2 evaluation commercial,1,review,2026-06-27 13:28:41
SD-001473,evaluation commercial products,1,review,2026-06-27 13:28:41
SD-001474,commercial services nov,1,review,2026-06-27 13:28:41
SD-001475,services nov 2021,1,review,2026-06-27 13:28:41
SD-001476,nov 2021 basis,1,review,2026-06-27 13:28:41
SD-001477,2021 basis for,1,review,2026-06-27 13:28:41
SD-001478,basis for award,1,review,2026-06-27 13:28:41
SD-001479,52 212 2 evaluation,1,review,2026-06-27 13:28:41
SD-001480,212 2 evaluation commercial,1,review,2026-06-27 13:28:41
SD-001481,2 evaluation commercial products,1,review,2026-06-27 13:28:41
SD-001482,evaluation commercial products and,1,review,2026-06-27 13:28:41
SD-001483,and commercial services nov,1,review,2026-06-27 13:28:41
SD-001484,commercial services nov 2021,1,review,2026-06-27 13:28:41
SD-001485,services nov 2021 basis,1,review,2026-06-27 13:28:41
SD-001486,nov 2021 basis for,1,review,2026-06-27 13:28:41
SD-001487,2021 basis for award,1,review,2026-06-27 13:28:41
SD-001488,government price,1,review,2026-06-27 13:28:41
SD-001489,other factors,1,review,2026-06-27 13:28:41
SD-001490,factors considered,1,review,2026-06-27 13:28:41
SD-001491,a contract resulting,1,review,2026-06-27 13:28:41
SD-001492,the solicitation will,1,review,2026-06-27 13:28:41
SD-001493,the government price,1,review,2026-06-27 13:28:41
SD-001494,government price and,1,review,2026-06-27 13:28:41
SD-001495,price and other,1,review,2026-06-27 13:28:41
SD-001496,and other factors,1,review,2026-06-27 13:28:41
SD-001497,other factors considered,1,review,2026-06-27 13:28:41
SD-001498,will award a contract,1,review,2026-06-27 13:28:41
SD-001499,award a contract resulting,1,review,2026-06-27 13:28:41
SD-001500,a contract resulting from,1,review,2026-06-27 13:28:41
SD-001501,conforming to the solicitation,1,review,2026-06-27 13:28:41
SD-001502,to the solicitation will,1,review,2026-06-27 13:28:41
SD-001503,the solicitation will be,1,review,2026-06-27 13:28:41
SD-001504,to the government price,1,review,2026-06-27 13:28:41
SD-001505,the government price and,1,review,2026-06-27 13:28:41
SD-001506,government price and other,1,review,2026-06-27 13:28:41
SD-001507,price and other factors,1,review,2026-06-27 13:28:41
SD-001508,and other factors considered,1,review,2026-06-27 13:28:41
SD-001509,following factors,1,review,2026-06-27 13:28:41
SD-001510,factors shall,1,review,2026-06-27 13:28:41
SD-001511,the following factors,1,review,2026-06-27 13:28:41
SD-001512,following factors shall,1,review,2026-06-27 13:28:41
SD-001513,factors shall be,1,review,2026-06-27 13:28:41
SD-001514,be used to,1,review,2026-06-27 13:28:41
SD-001515,used to evaluate,1,review,2026-06-27 13:28:41
SD-001516,the following factors shall,1,review,2026-06-27 13:28:41
SD-001517,following factors shall be,1,review,2026-06-27 13:28:41
SD-001518,factors shall be used,1,review,2026-06-27 13:28:41
SD-001519,shall be used to,1,review,2026-06-27 13:28:41
SD-001520,be used to evaluate,1,review,2026-06-27 13:28:41
SD-001521,used to evaluate quotes,1,review,2026-06-27 13:28:41
SD-001522,a technical,1,review,2026-06-27 13:28:41
SD-001523,capability b,1,review,2026-06-27 13:28:41
SD-001524,performance c,1,review,2026-06-27 13:28:41
SD-001525,price this,1,review,2026-06-27 13:28:41
SD-001526,this competitive,1,review,2026-06-27 13:28:41
SD-001527,competitive best,1,review,2026-06-27 13:28:41
SD-001528,value selection,1,review,2026-06-27 13:28:41
SD-001529,selection will,1,review,2026-06-27 13:28:41
SD-001530,conducted using,1,review,2026-06-27 13:28:41
SD-001531,acceptable lpta,1,review,2026-06-27 13:28:41
SD-001532,lpta selection,1,review,2026-06-27 13:28:41
SD-001533,process in,1,review,2026-06-27 13:28:41
SD-001534,13 simplified,1,review,2026-06-27 13:28:41
SD-001535,simplified acquisition,1,review,2026-06-27 13:28:41
SD-001536,acquisition procedures,1,review,2026-06-27 13:28:41
SD-001537,12 acquisition,1,review,2026-06-27 13:28:41
SD-001538,acquisition of,1,review,2026-06-27 13:28:41
SD-001539,of commercial,1,review,2026-06-27 13:28:41
SD-001540,commercial items,1,review,2026-06-27 13:28:41
SD-001541,a technical capability,1,review,2026-06-27 13:28:41
SD-001542,technical capability b,1,review,2026-06-27 13:28:41
SD-001543,capability b past,1,review,2026-06-27 13:28:41
SD-001544,b past performance,1,review,2026-06-27 13:28:41
SD-001545,past performance c,1,review,2026-06-27 13:28:41
SD-001546,performance c price,1,review,2026-06-27 13:28:41
SD-001547,c price this,1,review,2026-06-27 13:28:41
SD-001548,price this competitive,1,review,2026-06-27 13:28:41
SD-001549,this competitive best,1,review,2026-06-27 13:28:41
SD-001550,competitive best value,1,review,2026-06-27 13:28:41
SD-001551,best value selection,1,review,2026-06-27 13:28:41
