issue_type,contract_number,supplier,value
zero_value,E60ZT-120001/008/ZT,Jom Consultations,0.0
zero_value,E60ZT-120001/010/ZT,Amika Mobile,0.0
zero_value,E60ZT-120001/011/ZT,Anne Bernard,0.0
zero_value,E60ZT-120001/012/ZT,Aversan,0.0
zero_value,E60ZT-120001/013/ZT,Atlantic Evaluation Group,0.0
zero_value,E60ZT-120001/014/ZT,Vector Research,0.0
zero_value,E60ZT-120001/015/ZT,Bain Group Consulting,0.0
zero_value,E60ZT-120001/016/ZT,Bmci Consulting,0.0
zero_value,E60ZT-120001/017/ZT,Brigid Brady,0.0
zero_value,E60ZT-120001/018/ZT,Bulletproof Solutions,0.0
zero_value,E60ZT-120001/019/ZT,Brenda Buchanan,0.0
zero_value,E60ZT-120001/020/ZT,Beals Lalonde And Associates,0.0
zero_value,E60ZT-120001/021/ZT,Bdo Ottawa,0.0
zero_value,E60ZT-120001/022/ZT,Bd Pro,0.0
zero_value,E60ZT-120001/023/ZT,Babcock,0.0
zero_value,E60ZT-120001/024/ZT,Cbre,0.0
zero_value,E60ZT-120001/025/ZT,Consult Ink,0.0
zero_value,E60ZT-120001/026/ZT,Corporate Renaissance Group,0.0
zero_value,E60ZT-120001/027/ZT,Critical Systems Labs,0.0
zero_value,E60ZT-120001/028/ZT,Contax,0.0
zero_value,E60ZT-120001/029/ZT,Catherine L Gander,0.0
zero_value,E60ZT-120001/030/ZT,Performance Management Consultants,0.0
zero_value,E60ZT-120001/031/ZT,Cisco Systems,0.0
zero_value,E60ZT-120001/032/ZT,Cheminfo Services,0.0
zero_value,E60ZT-120001/033/ZT,Charlanne Investments Group,0.0
zero_value,E60ZT-120001/034/ZT,Cecelia Mcguire,0.0
zero_value,E60ZT-120001/035/ZT,Simplywrite Communications,0.0
zero_value,E60ZT-120001/036/ZT,Db Geoservices,0.0
zero_value,E60ZT-120001/037/ZT,Don Cummer And Associates,0.0
zero_value,E60ZT-120001/038/ZT,Information Mapping,0.0
zero_value,E60ZT-120001/039/ZT,Geomatique Dbx,0.0
zero_value,E60ZT-120001/040/ZT,David Swayze And Associates,0.0
zero_value,E60ZT-120001/041/ZT,Corporate Fleet Services Services De Parc Automobiles Corporatif,0.0
zero_value,E60ZT-120001/042/ZT,Dbs International,0.0
zero_value,E60ZT-120001/043/ZT,Eg Thiessen Consultant,0.0
zero_value,E60ZT-120001/044/ZT,Eastin Projects,0.0
zero_value,E60ZT-120001/045/ZT,Edcom Software,0.0
zero_value,E60ZT-120001/046/ZT,Eileen P James Consulting,0.0
zero_value,E60ZT-120001/047/ZT,Electric Edge Systems Group,0.0
zero_value,E60ZT-120001/048/ZT,Empowered Networks,0.0
zero_value,E60ZT-120001/049/ZT,Epimia Consulting Services,0.0
zero_value,E60ZT-120001/050/ZT,Equasion,0.0
zero_value,E60ZT-120001/051/ZT,Ernst And Young,0.0
zero_value,E60ZT-120001/052/ZT,Esper Consulting,0.0
zero_value,E60ZT-120001/054/ZT,Excelsa Technologies Consulting,0.0
zero_value,E60ZT-120001/053/ZT,Evaluation Personnel Selection International,0.0
zero_value,E60ZT-120001/055/ZT,Flare Consulting,0.0
zero_value,E60ZT-120001/056/ZT,Four Point Solutions,0.0
zero_value,E60ZT-120001/057/ZT,Capital Strategy,0.0
zero_value,E60ZT-120001/058/ZT,Flos Consulting,0.0
zero_value,E60ZT-120001/059/ZT,Fmp Flaman Management Partners,0.0
zero_value,E60ZT-120001/060/ZT,Total Compensation Consulting,0.0
zero_value,E60ZT-120001/061/ZT,Gary Breen And Associates,0.0
zero_value,E60ZT-120001/062/ZT,Gastops,0.0
zero_value,E60ZT-120001/063/ZT,Global Advantage Consulting,0.0
zero_value,E60ZT-120001/064/ZT,Graybridge Malkam,0.0
zero_value,E60ZT-120001/065/ZT,Helms Deep Consulting,0.0
zero_value,E60ZT-120001/066/ZT,Hunter Courchene Consulting Group,0.0
zero_value,E60ZT-120001/067/ZT,Hollander Analytical Services,0.0
zero_value,E60ZT-120001/068/ZT,Hrpm Solutions,0.0
zero_value,E60ZT-120001/069/ZT,Hsti High Specs Training,0.0
zero_value,E60ZT-120001/071/ZT,Itplanit Services,0.0
zero_value,E60ZT-120001/070/ZT,Human Capital,0.0
zero_value,E60ZT-120001/072/ZT,Instrux Media,0.0
zero_value,E60ZT-120001/073/ZT,Intellection Consulting,0.0
zero_value,E60ZT-120001/074/ZT,Hexagon Safety And Infrastructure,0.0
zero_value,E60ZT-120001/075/ZT,Information Builders,0.0
zero_value,E60ZT-120001/076/ZT,Ideactio,0.0
zero_value,E60ZT-120001/077/ZT,Integrated Learning International,0.0
zero_value,E60ZT-120001/078/ZT,Inter Connex Consulting,0.0
zero_value,E60ZT-120001/079/ZT,Jwb Clemens Consulting,0.0
zero_value,E60ZT-120001/080/ZT,Justit Solution,0.0
zero_value,E60ZT-120001/081/ZT,Judy Size Cazabon Executive Coach,0.0
zero_value,E60ZT-120001/082/ZT,John Benesh And Associates,0.0
zero_value,E60ZT-120001/083/ZT,Lee Hecht Harrison Knightsbridge,0.0
zero_value,E60ZT-120001/084/ZT,J And M Arnold And Associates,0.0
zero_value,E60ZT-120001/085/ZT,Astec,0.0
zero_value,E60ZT-120001/086/ZT,Microworks,0.0
zero_value,E60ZT-120001/087/ZT,Logan Strategy,0.0
zero_value,E60ZT-120001/088/ZT,Lms,0.0
zero_value,E60ZT-120001/089/ZT,I Of Storm Coaching And Consulting,0.0
zero_value,E60ZT-120001/090/ZT,Manpower,0.0
zero_value,E60ZT-120001/091/ZT,Murray Management Consulting,0.0
zero_value,E60ZT-120001/092/ZT,Milestone Digital Media Consultants,0.0
zero_value,E60ZT-120001/093/ZT,Microsoft,0.0
zero_value,E60ZT-120001/094/ZT,Metafore Technologies,0.0
zero_value,E60ZT-120001/095/ZT,Matyx,0.0
zero_value,E60ZT-120001/096/ZT,Masters Boychuk Consulting,0.0
zero_value,E60ZT-120001/097/ZT,Marc Carriere,0.0
zero_value,E60ZT-120001/098/ZT,Marilyn Theriault,0.0
zero_value,E60ZT-120001/099/ZT,Marian Black,0.0
zero_value,E60ZT-120001/100/ZT,Nova Networks,0.0
zero_value,E60ZT-120001/101/ZT,Program Evaluation And Beyond,0.0
zero_value,E60ZT-120001/102/ZT,Niva,0.0
zero_value,E60ZT-120001/103/ZT,Phl Monarch Connection,0.0
zero_value,E60ZT-120001/104/ZT,Prolity,0.0
zero_value,E60ZT-120001/105/ZT,Parallax Communications,0.0
zero_value,E60ZT-120001/106/ZT,Pf Consulting,0.0
zero_value,E60ZT-120001/107/ZT,Polestar Communications,0.0
zero_value,E60ZT-120001/108/ZT,Qtech Hybrid Systems,0.0
zero_value,E60ZT-120001/109/ZT,Re Think Strategic Consulting,0.0
zero_value,E60ZT-120001/110/ZT,Rowanwood Consulting,0.0
zero_value,E60ZT-120001/111/ZT,Rationalized Risk,0.0
zero_value,E60ZT-120001/112/ZT,Ricoh,0.0
zero_value,E60ZT-120001/113/ZT,Revay And Associates,0.0
zero_value,E60ZT-120001/114/ZT,Research Power,0.0
zero_value,E60ZT-120001/115/ZT,Pyxis Development Consulting,0.0
zero_value,E60ZT-120001/116/ZT,Solana Networks,0.0
zero_value,E60ZT-120001/117/ZT,Senderlea Communication,0.0
zero_value,E60ZT-120001/118/ZT,Sandra Morden Consultant Library Systems,0.0
zero_value,E60ZT-120001/119/ZT,Stratelogics Software,0.0
zero_value,E60ZT-120001/120/ZT,Stoneworks Technologies,0.0
zero_value,E60ZT-120001/121/ZT,Solutions And,0.0
zero_value,E60ZT-120001/122/ZT,Skyridge Systems,0.0
zero_value,E60ZT-120001/123/ZT,Sabine Associates,0.0
zero_value,E60ZT-120001/124/ZT,Tes Leadership Group,0.0
zero_value,E60ZT-120001/125/ZT,Hillbrooke Group,0.0
zero_value,E60ZT-120001/126/ZT,Tamarack Group,0.0
zero_value,E60ZT-120001/127/ZT,Tns,0.0
zero_value,E60ZT-120001/128/ZT,Townsend Danis Advantage,0.0
zero_value,E60ZT-120001/129/ZT,Watershed Its,0.0
zero_value,E60ZT-120001/130/ZT,Whiteshadow Wsi,0.0
zero_value,E60ZT-120001/131/ZT,Worldreach Software,0.0
zero_value,E60ZT-120001/132/ZT,Objektive Consulting Milestone Digital Media Consultants In Joint Venture,0.0
zero_value,E60ZT-120001/133/ZT,Dynamic Personnel Consultants,0.0
zero_value,E60ZT-120001/134/ZT,1092009 Ontario,0.0
zero_value,E60ZT-120001/135/ZT,Maxsys Staffing And Consulting,0.0
zero_value,E60ZT-120001/136/ZT,D4Is Solutions,0.0
zero_value,E60ZT-120001/137/ZT,4Plan Consulting,0.0
zero_value,EJ196-142092/001/FK,Chubb Edwards A Utc Fire And Security,0.0
zero_value,21120-138044/001/PR,R Nicholls Distributors,0.0
zero_value,F6082-140002/001/XAQ,Ffaw Caw Fishermans Resource Centres,0.0
zero_value,E60ZH-130001/002/ZH,Exitcertified,0.0
zero_value,E60ZH-130001/001/ZH,Destech,0.0
zero_value,E60LP-130002/461/LP,Minto One80Five,0.0
zero_value,5P115-130788/001/CZ,Cossette Media,0.0
zero_value,EN578-055605/650/EI,Myticas Consulting,0.0
zero_value,E60QE-08RY01/001/QE,Viasat Uk,0.0
zero_value,E60ZT-120001/548/ZT,Gregory A Armstrong,0.0
zero_value,E60LP-130001/044/LP,Pointe Claire Comfort Inn,0.0
zero_value,EE517-112802/005/QCN,PARSONS,0.0
zero_value,E60ZN-13TSPS/148/ZN,Lnw Consulting,0.0
zero_value,21C81-130282/001/VAN,Paradise,0.0
zero_value,E60LP-130002/560/LP,Hotel Gouverneur Ile Charron Montreal,0.0
zero_value,E60LP-130002/250/LP,Comfort Inn,0.0
zero_value,E60ZT-120001/531/ZT,Centre Of Excellence For Public Sector Marketing,0.0
zero_value,E6MON-130004/002/MTA,Quantum Management Services Les Services De Gestion Quantum,0.0
zero_value,E6MON-130004/001/MTA,Bedard Ressources,0.0
zero_value,E6MON-130004/009/MTA,Adecco Services De Ressources Humaines Adecco Employment Services,0.0
zero_value,E6MON-130004/008/MTA,Kelly Services Les Services Kelly,0.0
zero_value,E6MON-130004/007/MTA,Thomson Tremblay,0.0
zero_value,E6MON-130004/006/MTA,Personnel Alter Ego,0.0
zero_value,E6MON-130004/005/MTA,Groom And Associes,0.0
zero_value,E6MON-130004/004/MTA,Adga Group Consultants,0.0
zero_value,E6MON-130004/003/MTA,Services De Personnel Saguenay,0.0
zero_value,EN578-141942/006/CY,Mediamiser,0.0
zero_value,E60LP-130002/289/LP,Hotel Des Seigneurs,0.0
zero_value,45045-140004/001/XL,Softchoice,0.0
zero_value,W8486-140801/001/BLB,Seivad Connections,0.0
zero_value,EN463-101879/002/FG,Thyssenkrupp Elevator,0.0
zero_value,E60ZT-120001/530/ZT,Christine Crossman Consulting,0.0
zero_value,E60ZT-120001/503/ZT,6498752,0.0
zero_value,E60ZG-100004/012/ZG,Linda Foy,0.0
zero_value,E60ZG-100004/008/ZG,Devlin And Associates,0.0
zero_value,E60ZG-100004/007/ZG,Dc Strategic Management,0.0
zero_value,E60ZG-100004/010/ZG,Jean Filion,0.0
zero_value,E60ZG-100004/009/ZG,Kenneth A Gamble,0.0
zero_value,E60ZG-100004/004/ZG,Carol Ann Hart,0.0
zero_value,E60ZG-100004/003/ZG,Artemis Consultants,0.0
zero_value,E60ZG-100004/006/ZG,Csi,0.0
zero_value,E60ZG-100004/005/ZG,Commissionaires Ottawa,0.0
zero_value,E60ZG-100004/002/ZG,Anper Management Consultants,0.0
zero_value,E60ZG-100004/001/ZG,Ancien Group,0.0
zero_value,E60ZT-120001/588/ZT,Outcome Environmental Consulting,0.0
zero_value,E60ZG-100004/013/ZG,Glencastle Security,0.0
zero_value,E60ZG-100004/014/ZG,Hill Advisory Services,0.0
zero_value,E60ZG-100004/015/ZG,J Simkins And Associates,0.0
zero_value,E60ZG-100004/020/ZG,Quintet Consulting,0.0
zero_value,E60ZG-100004/018/ZG,Margaret Michaels Hrc,0.0
zero_value,E60ZG-100004/016/ZG,Diane Laurin,0.0
zero_value,E60ZG-100004/019/ZG,North Shore Investigation Services,0.0
zero_value,E60ZG-100004/017/ZG,Mfd Nesrallah Consulting Services,0.0
zero_value,F6091-130020/001/OLZ,Rolls Royce,0.0
zero_value,EN578-055605/631/EI,Groupe Nexio,0.0
zero_value,W8482-146149/002/HP,Jht Defense,0.0
zero_value,T8493-130016/001/CAG,Tulmar Safety Systems,0.0
zero_value,T8493-130011/001/CAG,Tulmar Safety Systems,0.0
zero_value,E60LP-130002/095/LP,Radisson Hotel And Conference Center,0.0
zero_value,E60ZG-100004/025/ZG,Tls Enterprises,0.0
zero_value,E60ZG-100004/021/ZG,Samson And Associes Experts Conseils Experts Comptables,0.0
zero_value,E60ZG-100004/022/ZG,Robert Neron,0.0
zero_value,E60ZG-100004/023/ZG,Soi,0.0
zero_value,E60LP-130002/413/LP,St Catharines Comfort Inn,0.0
zero_value,E60LP-130002/412/LP,Owen Sound Comfort Inn,0.0
zero_value,W8482-146238/001/HS,Zepoli International,0.0
zero_value,E60LP-130001/103/LP,Dorval Comfort Inn,0.0
zero_value,E60ZN-13TSPS/145/ZN,Action Personnel Of Ottawa Hull,0.0
zero_value,E60ZN-13TSPS/096/ZN,Emerion,0.0
zero_value,E60ZN-13TSPS/159/ZN,Teramach Technologies,0.0
zero_value,E60ZN-13TSPS/170/ZN,Cima,0.0
zero_value,E60ZN-13TSPS/171/ZN,Promaxis Systems,0.0
zero_value,E60ZN-13TSPS/200/ZN,Revay And Associates,0.0
zero_value,E60ZN-13TSPS/259/ZN,Ernst And Young,0.0
zero_value,E60ZN-13TSPS/263/ZN,Cache Consulting,0.0
zero_value,E60ZN-13TSPS/239/ZN,Aim Group,0.0
zero_value,E60ZN-13TSPS/248/ZN,Bmt Fleet Technology,0.0
zero_value,E60ZN-13TSPS/250/ZN,Samson And Associes Samson And Associates,0.0
zero_value,E60ZN-13TSPS/254/ZN,Integra Networks,0.0
zero_value,E60ZN-13TSPS/281/ZN,Adirondack Information Management Aim Group In Joint Venture,0.0
zero_value,E60ZN-13TSPS/283/ZN,International Safety Research,0.0
zero_value,E60ZN-13TSSB/033/ZN,Emerion,0.0
zero_value,E60ZN-13TSSB/124/ZN,Colliers Project Leaders Tiree Facility Solutions In Joint Venture,0.0
zero_value,E60ZN-13TSSB/057/ZN,Ids Systems Consultants,0.0
zero_value,E60ZN-13TSSB/086/ZN,Pra,0.0
zero_value,EN578-055605/655/EI,Orbis Risk Consulting,0.0
zero_value,EN578-055605/657/EI,Procom,0.0
zero_value,EN578-055605/641/EI,Like 10,0.0
zero_value,EN578-055605/694/EI,Team Logic Vii,0.0
zero_value,EN578-055605/698/EI,Hewlett Packard Hewlett Packard Cie,0.0
zero_value,EN578-055605/699/EI,Mwco,0.0
zero_value,EN578-055605/673/EI,Tes Employment Solution,0.0
zero_value,EN578-055605/686/EI,Like 10 Softmosis In Joint Venture,0.0
zero_value,EN578-055605/687/EI,Team Makwa Tpg,0.0
zero_value,EN578-055605/634/EI,Ipss,0.0
zero_value,EN578-055605/606/EI,Aepos Technologies,0.0
zero_value,EN578-055605/596/EI,Ids Systems Consultants,0.0
zero_value,W0117-12H016/003/WPG,Busy Bee Sanitary Supplies,0.0
zero_value,W0117-12H016/004/WPG,Swish Maintenance,0.0
zero_value,E60ZG-100004/024/ZG,Textus,0.0
zero_value,E60ZT-120001/529/ZT,Consultation Md Beaulieu,0.0
zero_value,W8486-140801/004/BLB,Patlon Aircraft And Industries,0.0
zero_value,M7500-115684/001/BY,Pilatus Center,0.0
zero_value,EN578-133309/012/CX,Hogg Robinson Plc,0.0
zero_value,W8486-140800/004/HN,Jht Defense,0.0
zero_value,W8482-146158/001/QD,Field Aviation East,0.0
zero_value,M7594-111060/001/QD,R Nicholls Distributors,0.0
zero_value,B8118-150100/001/CY,Lorne Merkur And Sister,0.0
zero_value,E60ZT-120001/618/ZT,Deep Logic Solutions Nexus Jv,0.0
zero_value,E60ZN-13TSSO/040/ZN,Fmp Flaman Management Partners,0.0
zero_value,E60ZT-120001/522/ZT,Creo,0.0
zero_value,E60ZN-13TSPS/040/ZN,Fmp Flaman Management Partners,0.0
zero_value,E60LP-130002/546/LP,Ambassador Resort Hotel And Conference Centre,0.0
zero_value,B8118-150100/001/CY,Lorne Merkur And Sister,0.0
zero_value,E60ZT-120001/537/ZT,Dunnco Management,0.0
zero_value,E60ZT-120001/584/ZT,Brian Mckay O A Mathlin International,0.0
zero_value,EC015-150521/001/PWA,Whw Architects,0.0
zero_value,E60ZT-120001/535/ZT,Margin Doctors Business And Management Consultants,0.0
zero_value,E60ZT-120001/634/ZT,Averna Technologies,0.0
zero_value,E60ZN-110001/171/ZN,Leclair Infocom Crg Consulting In Joint Venture,0.0
zero_value,E60ZN-090003/147/ZN,Wirehead,0.0
zero_value,E60ZT-120001/539/ZT,Elizabeth Murray,0.0
zero_value,W642T-12TN01/002/EDM,Budget Rent A Car Of Edmonton,0.0
zero_value,W8486-121304/002/EDM,Budget Rent A Car Of Edmonton,0.0
zero_value,W0134-12R054/001/EDM,Budget Rent A Car Of Edmonton,0.0
zero_value,EN578-100808/176/EE,Ewa,0.0
zero_value,F1489-140020/001/HP,Fca,0.0
zero_value,E60ZT-120001/599/ZT,Gestion De Projets Sba,0.0
zero_value,E60ZT-120001/438/ZT,Wj Callaghan Comptroller Services Yfnbc,0.0
zero_value,W8482-146083/001/HP,Jht Defense,0.0
zero_value,E60ZT-120001/586/ZT,Wiser Workplaces Lise Maclean Consulting,0.0
zero_value,E60ZT-120001/555/ZT,Horizons Community Development Associates,0.0
zero_value,W8486-122288/001/PR,Mil Quip Groupe Tulmar,0.0
zero_value,M7500-115684/001/BY,Pilatus Center,0.0
zero_value,W8484-09MS59/001/USW,United States Department Of Navy Navair,0.0
zero_value,E60ZN-13TSSO/230/ZN,Tocc,0.0
zero_value,EN578-060502/155/ZT,CALIAN,0.0
zero_value,W0130-14A009/001/CW,Anishinabe Printing,0.0
zero_value,EP361-130020/009/CZ,Manifest Communications,0.0
zero_value,E60ZT-120001/561/ZT,Impact Coaching,0.0
zero_value,E60LP-130003/630/LP,Best Western St Christopher Hotel,0.0
zero_value,9F007-071231/001/ST,Dpl Science,0.0
zero_value,9F007-071231/007/ST,Turquoise Technology Solutions,0.0
zero_value,9F007-071231/006/ST,Ngc Aerospatiale,0.0
zero_value,9F007-071231/003/ST,Lansdowne Technologies,0.0
zero_value,9F007-071231/002/ST,Globvision,0.0
zero_value,9F007-071231/004/ST,Mda,0.0
zero_value,9F007-071231/005/ST,Neptec,0.0
zero_value,21301-147171/005/MTR,Les Viandes Francoeur,0.0
zero_value,EN891-130013/002/ZG,Us Bank,0.0
zero_value,EN578-093429/004/ZF,Ecole De Langues La Cite,0.0
zero_value,W010V-14B003/001/HAL,Jht Defense,0.0
zero_value,E60ZT-120001/517/ZT,Brookman Accounting And Forensics Professional,0.0
zero_value,W8476-144434/001/HL,Blumetric Environmental,0.0
zero_value,EP168-130476/002/FE,Wsp,0.0
zero_value,T8493-120006/001/CAG,Fling Colours,0.0
zero_value,W8486-121156/002/TOR,Armament Technology,0.0
zero_value,E60ZH-100002/006/ZH,Ergoworks Atlantic,0.0
zero_value,E60ZH-100002/003/ZH,Ergo Safety,0.0
zero_value,E60ZH-100002/010/ZH,Injury Prevention Plus,0.0
zero_value,E60ZH-100002/011/ZH,Cbi Workplace Solutions,0.0
zero_value,E60ZH-100002/008/ZH,Auspice Safety,0.0
zero_value,E60ZH-100002/009/ZH,Martin Disability Management Services,0.0
zero_value,E60ZH-100002/012/ZH,Healthy Posture,0.0
zero_value,E60ZH-100002/013/ZH,Harbourside Rehabilitation,0.0
zero_value,E60ZH-100002/015/ZH,Focus On Ergonomics,0.0
zero_value,E60ZH-100002/014/ZH,Go Ergo,0.0
zero_value,E60ZH-100002/019/ZH,Communicare Therapy,0.0
zero_value,E60ZH-100002/018/ZH,Human Factors North,0.0
zero_value,E60ZH-100002/017/ZH,Pillar Ergonomics,0.0
zero_value,E60ZH-100002/016/ZH,Centre De Physiotherapie Et De Readaptation Montclair,0.0
zero_value,E60ZH-100002/020/ZH,Smart Printing Solutions,0.0
zero_value,E60ZH-100002/004/ZH,Crawford And,0.0
zero_value,E60ZH-100002/002/ZH,Cornerstone Occupational Therapy Consultants,0.0
zero_value,E60ZH-100002/001/ZH,Ergoprime,0.0
zero_value,EV394-121175/007/STN,Mrittika International,0.0
zero_value,5P004-100573/001/CX,3820840,0.0
zero_value,5P004-100573/002/CX,Wendy Macintyre Writing And Editorial Services,0.0
zero_value,5P004-100573/003/CX,Marshall Daigneault And Assoc 176461,0.0
zero_value,EN578-140690/003/CY,H And K Communications,0.0
zero_value,EN578-140690/004/CY,Stenotran Services,0.0
zero_value,EN578-140690/002/CY,Antoinette Forcione Russell R Hagemeyer,0.0
zero_value,EN578-140690/001/CY,Media Q,0.0
zero_value,W8476-134062/001/HS,Wajax Industries,0.0
zero_value,W8486-151171/001/HN,Les Jeux De Lumiere Magique,0.0
zero_value,21501-110168/010/STN,Solutions Staffing,0.0
zero_value,21501-110168/011/STN,Revera Home Health,0.0
zero_value,21501-110168/009/STN,CALIAN,0.0
zero_value,W0103-156638/001/VIC,B And B Frp Manufacturing,0.0
zero_value,EN578-055605/716/EI,Eclipsys Solutions,0.0
zero_value,EF930-121863/004/MTC,Pageau Morel Et Associes,0.0
zero_value,EF930-121863/007/MTC,Snc Lavalin,0.0
zero_value,EF930-121863/003/MTC,Snc Lavalin Division Ingenierie Generale Et Environnement Quebec,0.0
zero_value,EF930-121863/001/MTC,Bouthillette Parizeau,0.0
zero_value,E60PV-14PH00/001/PV,Nikon,0.0
zero_value,EZ899-120377/001/VAN,DELOITTE,0.0
zero_value,EN578-100808/201/EE,Cloudlink Technologies,0.0
zero_value,EF930-121863/008/MTC,Bpr Batiment,0.0
zero_value,EF930-121863/009/MTC,Bpr Batiment,0.0
zero_value,EF930-121863/006/MTC,Dessau,0.0
zero_value,EF930-121863/002/MTC,Dessau,0.0
zero_value,E60LP-130002/482/LP,Ramada Hotel And Conference Centre,0.0
zero_value,EW479-120844/011/EDM,Nexus Coastal Resource Management,0.0
zero_value,EV394-060010/017/REG,Gfl Environmental,0.0
zero_value,EV394-060010/016/REG,Shield Specialized Emergency Services,0.0
zero_value,EV394-060010/015/REG,Stericycle,0.0
zero_value,EV394-060010/014/REG,Brendar Environmental,0.0
zero_value,EV394-060010/013/REG,Tri Arrow Industrial Recovery,0.0
zero_value,EV394-060010/009/REG,Tervita,0.0
zero_value,EV394-060010/012/REG,Qikiqtaaluk Environmental,0.0
zero_value,EV394-060010/011/REG,Envirotec Services,0.0
zero_value,EV394-060010/018/REG,Pats Off Road Transport,0.0
zero_value,EV394-060010/019/REG,Kbl Environmental,0.0
zero_value,EV394-060010/020/REG,Scott Environmental Group,0.0
zero_value,EV394-060010/005/REG,Miller Environmental,0.0
zero_value,EV394-060010/006/REG,Newalta,0.0
zero_value,EV394-060010/002/REG,Clean Harbors,0.0
zero_value,EV394-060010/003/REG,Edward Collins Contracting,0.0
zero_value,EV394-060010/001/REG,Envirosystems,0.0
zero_value,E60ZT-120001/554/ZT,Concise Human Resource Services,0.0
zero_value,E60ZT-120001/552/ZT,Global Productivity Solutions,0.0
zero_value,E60ZT-120001/571/ZT,Juice,0.0
zero_value,E60ZT-120001/570/ZT,Jumping Elephants,0.0
zero_value,E60ZN-13TSPS/095/ZN,Adga Group Consultants,0.0
zero_value,E60ZN-13TSPS/207/ZN,DELOITTE,0.0
zero_value,E60ZN-13TSPS/210/ZN,Amita,0.0
zero_value,E60ZN-13TSPS/191/ZN,Delsys Research Group,0.0
zero_value,E60ZN-13TSPS/280/ZN,Procom,0.0
zero_value,E60ZN-13TSPS/271/ZN,Olav Consulting,0.0
zero_value,E60ZN-13TSPS/013/ZN,Amtek Engineering Services,0.0
zero_value,EHA29-070577/003/PPS,Fleming Communications,0.0
zero_value,EHA29-070577/001/PPS,Bell,0.0
zero_value,E60PQ-120001/035/PQ,Solutions Bureau Nulook Nations Nulook Nations Office Solutions,0.0
zero_value,E60PQ-120001/036/PQ,Upstream Business Solutions,0.0
zero_value,W8476-144434/001/HL,Blumetric Environmental,0.0
zero_value,EN578-055605/721/EI,Groupe Metalogique,0.0
zero_value,EN578-055605/735/EI,R3D Conseil R3D Consulting,0.0
zero_value,EN578-055605/737/EI,Worldreach Software,0.0
zero_value,EN578-055605/672/EI,Symbiotic Group,0.0
zero_value,EN578-055605/651/EI,Neosoft Technologies,0.0
zero_value,EN578-055605/612/EI,Bbg Management,0.0
zero_value,EN578-055605/613/EI,Bdo Ottawa,0.0
zero_value,EN578-055605/619/EI,Coretracks,0.0
zero_value,E60ZN-13TSPS/282/ZN,PWC / PRICEWATERHOUSECOOPERS,0.0
zero_value,EN578-055605/618/EI,Contax,0.0
zero_value,EN578-055605/620/EI,Cvl Information Solutions,0.0
zero_value,EN578-055605/621/EI,Cyrulean,0.0
zero_value,EN578-055605/622/EI,Davidson Violette And Associates,0.0
zero_value,EN578-055605/623/EI,Diabsolut,0.0
zero_value,EN578-055605/624/EI,Dolomite Networks,0.0
zero_value,EN578-055605/625/EI,Dyna Lync 2000,0.0
zero_value,EN578-055605/626/EI,Empowered Networks,0.0
zero_value,EN578-055605/627/EI,En Toute Confiance In Fidem,0.0
zero_value,EN578-055605/633/EI,Insum Solutions,0.0
zero_value,EN578-055605/635/EI,Istcl,0.0
zero_value,EN578-055605/636/EI,Kifinti Solutions,0.0
zero_value,EN578-055605/637/EI,Kongsberg Geospatial,0.0
zero_value,EN578-055605/632/EI,Healthtech Or Healthtech Consultants,0.0
zero_value,EN578-055605/630/EI,Greenline Systems,0.0
zero_value,EN578-055605/628/EI,Evolving Web,0.0
zero_value,EN578-055605/611/EI,Bagg Technology Resources,0.0
zero_value,EN578-055605/615/EI,C Core,0.0
zero_value,EN578-055605/616/EI,Cisco Systems,0.0
zero_value,EN578-055605/617/EI,Cogniva,0.0
zero_value,EN578-055605/608/EI,Ag Research,0.0
zero_value,EN578-055605/609/EI,Aversan,0.0
zero_value,EN578-055605/610/EI,Axio Solutions,0.0
zero_value,EN578-055605/603/EI,N Visionit Interactive,0.0
zero_value,EN578-055605/604/EI,8Si Crmworks,0.0
zero_value,EN578-055605/597/EI,Solana Networks,0.0
zero_value,EN578-055605/600/EI,Equasion And Watershed It In Cjv,0.0
zero_value,EN578-055605/598/EI,Thinking Big Information Technology,0.0
zero_value,EN578-055605/601/EI,01 Millennium Consulting,0.0
zero_value,EN578-055605/602/EI,Adms,0.0
zero_value,EN578-055605/656/EI,Primex Project Management,0.0
zero_value,EN578-055605/658/EI,Protak Consulting Group,0.0
zero_value,EN578-055605/659/EI,Protegra Technology Group,0.0
zero_value,EN578-055605/660/EI,Quality Services International Qsi,0.0
zero_value,EN578-055605/661/EI,Quartech Systems,0.0
zero_value,EN578-055605/662/EI,Quirc Qualitative Insights Research And Consulting,0.0
zero_value,EN578-055605/663/EI,Redwood Global,0.0
zero_value,EN578-055605/664/EI,Robina And Biban Associates,0.0
zero_value,EN578-055605/666/EI,Seccuris,0.0
zero_value,EN578-055605/667/EI,Secdev Cyber,0.0
zero_value,EN578-055605/668/EI,Semantic Consulting,0.0
zero_value,EN578-055605/665/EI,Scalar Decisions,0.0
zero_value,EN578-055605/669/EI,Spaghetti Logic,0.0
zero_value,EN578-055605/670/EI,Sphyrna Security,0.0
zero_value,EN578-055605/649/EI,Morrison Hershfield,0.0
zero_value,EN578-055605/671/EI,Sygif International,0.0
zero_value,EN578-055605/652/EI,Nexus Systems Group,0.0
zero_value,EN578-055605/653/EI,Norconex,0.0
